contrato_id,customer_id,plano_id,data_inicio,data_cancelamento,fidelidade_meses,status,motivo_cancelamento
563,563,4,2024-06-16,,12.0,ativo,
564,564,2,2024-02-12,,,ativo,
565,565,1,2022-06-18,,,ativo,
566,566,3,2023-07-20,,12.0,ativo,
567,567,2,2023-08-25,,24.0,ativo,
568,568,4,2023-10-11,,24.0,ativo,
569,569,2,2022-03-30,2022-05-31,,cancelado,Outros
570,570,1,2024-06-06,,24.0,ativo,
571,571,2,2022-09-04,,,ativo,
572,572,3,2022-06-29,,12.0,ativo,
573,573,2,2023-08-13,,,ativo,
574,574,2,2023-02-17,,24.0,ativo,
575,575,3,2022-08-31,,,ativo,
576,576,2,2024-06-12,,24.0,ativo,
577,577,2,2023-11-09,,12.0,ativo,
578,578,1,2023-04-15,,12.0,ativo,
579,579,2,2024-01-10,,12.0,ativo,
580,580,1,2023-10-11,,12.0,ativo,
581,581,1,2022-05-09,2022-06-08,24.0,cancelado,Outros
582,582,2,2023-10-19,,12.0,ativo,
583,583,3,2023-05-22,,,ativo,
584,584,1,2024-01-29,2024-12-04,,cancelado,Outros
585,585,2,2024-01-31,,12.0,ativo,
586,586,1,2023-02-18,,12.0,ativo,
587,587,2,2022-07-18,,24.0,ativo,
588,588,2,2022-03-19,,24.0,ativo,
589,589,1,2022-07-16,2024-01-26,24.0,cancelado,Migracao para concorrente
590,590,3,2023-04-13,,24.0,ativo,
591,591,4,2023-06-03,2023-07-23,12.0,cancelado,Outros
592,592,2,2023-04-09,,,ativo,
593,593,1,2023-07-07,,24.0,ativo,
594,594,1,2023-06-13,,24.0,ativo,
595,595,2,2022-11-07,,12.0,ativo,
596,596,2,2023-01-04,,24.0,ativo,
597,597,3,2023-07-19,2023-11-23,,cancelado,Migracao para concorrente
598,598,3,2022-04-11,2022-11-22,12.0,cancelado,Preço alto
599,599,1,2023-03-26,,,ativo,
600,600,2,2023-01-01,,12.0,ativo,
601,601,1,2023-12-03,,,ativo,
602,602,1,2022-01-21,,24.0,ativo,
603,603,2,2022-06-08,2022-09-11,12.0,cancelado,Atendimento ruim
604,604,1,2023-04-17,,,ativo,
605,605,3,2023-10-27,,12.0,ativo,
606,606,2,2023-11-18,,24.0,ativo,
607,607,2,2022-02-01,2022-10-31,24.0,cancelado,Atendimento ruim
608,608,2,2024-01-26,,,ativo,
609,609,3,2023-11-10,,24.0,ativo,
610,610,2,2024-03-26,,,ativo,
611,611,1,2022-11-21,,12.0,ativo,
612,612,1,2024-06-30,,24.0,ativo,
613,613,1,2022-10-13,,24.0,ativo,
614,614,2,2023-05-17,2023-10-12,12.0,cancelado,Atendimento ruim
615,615,2,2024-03-02,,12.0,ativo,
616,616,1,2023-05-19,,,ativo,
617,617,2,2022-09-19,,12.0,ativo,
618,618,4,2023-01-27,,24.0,ativo,
619,619,2,2022-11-04,,12.0,ativo,
620,620,2,2023-03-28,,12.0,ativo,
621,621,3,2023-01-07,,12.0,ativo,
622,622,2,2022-01-08,,12.0,ativo,
623,623,3,2023-09-24,,24.0,ativo,
624,624,3,2023-04-30,,12.0,ativo,
625,625,4,2022-08-26,,,ativo,
626,626,1,2022-09-07,2023-01-05,12.0,cancelado,Migracao para concorrente
627,627,1,2024-04-28,,24.0,ativo,
628,628,3,2024-02-19,,,ativo,
629,629,4,2023-06-03,,,ativo,
630,630,2,2022-05-16,,24.0,ativo,
631,631,2,2023-07-14,,,ativo,
632,632,2,2023-01-03,,12.0,ativo,
633,633,3,2022-03-07,,,ativo,
634,634,4,2024-02-07,,,ativo,
635,635,4,2023-08-24,2024-09-06,,cancelado,Problemas de rede
636,636,1,2024-01-05,,12.0,ativo,
637,637,1,2024-04-10,,12.0,ativo,
638,638,3,2024-03-03,2024-07-14,24.0,cancelado,Problemas de rede
639,639,1,2023-07-19,,24.0,ativo,
640,640,1,2024-03-21,2024-11-21,24.0,cancelado,Preço alto
641,641,1,2023-07-21,2023-09-20,,cancelado,Problemas de rede
642,642,1,2024-01-14,,12.0,ativo,
643,643,1,2024-04-11,,12.0,ativo,
644,644,2,2022-01-01,2023-06-28,12.0,cancelado,Preço alto
645,645,2,2023-11-11,,24.0,ativo,
646,646,4,2023-11-08,,,ativo,
647,647,3,2023-12-08,,12.0,ativo,
648,648,2,2023-05-17,,12.0,ativo,
649,649,1,2023-01-05,,12.0,ativo,
650,650,2,2023-03-08,,12.0,ativo,
651,651,1,2024-04-15,,12.0,ativo,
652,652,4,2023-01-26,,24.0,ativo,
653,653,3,2024-02-24,,24.0,ativo,
654,654,2,2022-06-22,,24.0,ativo,
655,655,1,2023-06-22,2023-12-16,12.0,cancelado,Outros
656,656,2,2022-03-24,,12.0,ativo,
657,657,1,2023-09-30,,24.0,ativo,
658,658,1,2023-12-20,,,ativo,
659,659,1,2024-03-04,,12.0,ativo,
660,660,2,2023-09-09,,12.0,ativo,
661,661,2,2022-05-08,,,ativo,
662,662,1,2022-08-18,,24.0,ativo,
663,663,1,2024-02-24,,,ativo,
664,664,1,2023-10-24,,24.0,ativo,
665,665,1,2024-06-29,,12.0,ativo,
666,666,1,2022-09-26,2022-09-21,,cancelado,Atendimento ruim
667,667,2,2022-08-23,,12.0,ativo,
668,668,2,2022-10-02,2024-05-26,12.0,cancelado,Migracao para concorrente
669,669,3,2024-05-22,,12.0,ativo,
670,670,1,2023-12-06,,12.0,ativo,
671,671,3,2023-04-07,,12.0,ativo,
672,672,1,2024-05-09,,12.0,ativo,
673,673,2,2022-08-19,,24.0,ativo,
674,674,3,2022-10-02,,12.0,ativo,
675,675,3,2023-06-12,2023-09-14,,cancelado,Preço alto
676,676,1,2023-12-07,,,ativo,
677,677,1,2022-12-27,2023-07-13,12.0,cancelado,Migracao para concorrente
678,678,1,2022-01-07,,24.0,ativo,
679,679,3,2023-12-22,,12.0,ativo,
680,680,4,2023-12-14,,12.0,ativo,
681,681,2,2023-06-12,,,ativo,
682,682,4,2024-04-29,,,ativo,
683,683,2,2022-08-01,,24.0,ativo,
684,684,3,2024-04-13,,24.0,ativo,
685,685,1,2022-12-12,,,ativo,
686,686,1,2022-11-11,,,ativo,
687,687,3,2022-07-18,2023-10-14,12.0,cancelado,Migracao para concorrente
688,688,1,2023-06-25,,24.0,ativo,
689,689,4,2022-09-17,,12.0,ativo,
690,690,2,2024-05-09,,24.0,ativo,
691,691,4,2023-07-31,,12.0,ativo,
692,692,1,2022-09-03,,12.0,ativo,
693,693,2,2023-11-09,,,ativo,
694,694,2,2023-04-29,,,ativo,
695,695,1,2023-09-05,,,ativo,
696,696,2,2022-04-26,,24.0,ativo,
697,697,4,2022-01-24,,24.0,ativo,
698,698,4,2023-06-22,,24.0,ativo,
699,699,2,2022-04-11,,24.0,ativo,
700,700,2,2023-08-07,,12.0,ativo,
701,701,1,2023-01-29,,,ativo,
702,702,1,2023-03-14,2023-07-08,24.0,cancelado,Atendimento ruim
703,703,3,2022-07-16,2022-12-10,24.0,cancelado,Outros
704,704,1,2024-06-02,,12.0,ativo,
705,705,2,2022-08-22,,12.0,ativo,
706,706,2,2023-01-27,,,ativo,
707,707,1,2024-03-22,,24.0,ativo,
708,708,3,2023-08-17,,,ativo,
709,709,2,2023-07-29,,12.0,ativo,
710,710,2,2023-07-26,,24.0,ativo,
711,711,3,2024-03-23,,12.0,ativo,
712,712,1,2023-06-27,,12.0,ativo,
713,713,1,2023-05-30,2024-08-28,24.0,cancelado,Outros
714,714,2,2022-01-22,,,ativo,
715,715,3,2022-05-10,,24.0,ativo,
716,716,3,2024-04-24,,24.0,ativo,
717,717,2,2024-06-14,,,ativo,
718,718,3,2024-02-05,2024-07-06,,cancelado,Problemas de rede
719,719,2,2023-07-25,,,ativo,
720,720,3,2023-12-12,,,ativo,
721,721,3,2024-04-30,,24.0,ativo,
722,722,1,2023-09-20,,24.0,ativo,
723,723,2,2022-09-13,,24.0,ativo,
724,724,2,2022-11-10,2024-09-17,,cancelado,Outros
725,725,1,2022-09-15,,12.0,ativo,
726,726,1,2022-01-24,2023-07-08,12.0,cancelado,Atendimento ruim
727,727,3,2023-02-11,,12.0,ativo,
728,728,1,2023-01-19,,,ativo,
729,729,2,2022-10-30,2023-08-21,,cancelado,Migracao para concorrente
730,730,2,2023-06-20,2024-04-07,24.0,cancelado,Preço alto
731,731,1,2024-01-25,,12.0,ativo,
732,732,3,2023-07-20,,24.0,ativo,
733,733,1,2023-07-07,,24.0,ativo,
734,734,2,2022-04-11,,,ativo,
735,735,4,2024-06-23,,,ativo,
736,736,2,2022-05-03,,24.0,ativo,
737,737,2,2023-02-11,,24.0,ativo,
738,738,2,2022-08-22,2023-06-18,12.0,cancelado,Preço alto
739,739,2,2023-04-12,,24.0,ativo,
740,740,4,2023-08-28,,12.0,ativo,
741,741,3,2023-09-29,,12.0,ativo,
742,742,2,2023-10-23,,,ativo,
743,743,2,2023-08-22,,12.0,ativo,
744,744,1,2022-03-30,,24.0,ativo,
745,745,1,2023-06-08,2024-12-31,12.0,cancelado,Outros
746,746,3,2024-01-15,,24.0,ativo,
747,747,2,2023-09-15,,,ativo,
748,748,1,2024-01-26,,12.0,ativo,
749,749,1,2024-04-07,,,ativo,
750,750,2,2024-05-30,,24.0,ativo,
751,751,2,2023-03-12,,24.0,ativo,
752,752,1,2022-12-31,2023-10-21,12.0,cancelado,Problemas de rede
753,753,2,2022-02-18,2022-09-18,,cancelado,Preço alto
754,754,2,2024-06-16,,12.0,ativo,
755,755,3,2022-07-08,,24.0,ativo,
756,756,4,2022-01-30,,24.0,ativo,
757,757,3,2023-05-18,,12.0,ativo,
758,758,1,2022-01-01,2022-04-04,12.0,cancelado,Problemas de rede
759,759,2,2022-09-19,2023-06-09,,cancelado,Preço alto
760,760,2,2023-08-26,,12.0,ativo,
761,761,1,2024-03-18,,,ativo,
762,762,3,2023-09-20,,12.0,ativo,
763,763,1,2023-08-29,,12.0,ativo,
764,764,1,2023-07-31,2024-03-02,24.0,cancelado,Problemas de rede
765,765,2,2022-12-18,,12.0,ativo,
766,766,3,2023-04-11,,12.0,ativo,
767,767,1,2022-12-22,2024-08-28,12.0,cancelado,Problemas de rede
768,768,2,2022-06-16,,12.0,ativo,
769,769,3,2022-09-13,,12.0,ativo,
770,770,1,2022-08-04,,12.0,ativo,
771,771,1,2023-04-05,,24.0,ativo,
772,772,1,2024-02-12,,,ativo,
773,773,1,2023-05-03,,12.0,ativo,
774,774,3,2023-05-04,,12.0,ativo,
775,775,1,2023-10-30,,12.0,ativo,
776,776,1,2024-02-26,,,ativo,
777,777,2,2023-05-18,,24.0,ativo,
778,778,2,2023-08-17,,,ativo,
779,779,2,2023-10-08,,,ativo,
780,780,1,2022-06-27,,24.0,ativo,
781,781,1,2024-06-08,,24.0,ativo,
782,782,2,2023-07-24,,24.0,ativo,
783,783,1,2024-03-01,,12.0,ativo,
784,784,3,2024-05-24,,12.0,ativo,
785,785,3,2024-05-27,,12.0,ativo,
786,786,4,2022-04-08,,24.0,ativo,
787,787,3,2023-04-24,,24.0,ativo,
788,788,2,2023-03-29,,24.0,ativo,
789,789,2,2023-08-01,,,ativo,
790,790,1,2023-03-24,,,ativo,
791,791,2,2023-12-03,2024-05-30,12.0,cancelado,Migracao para concorrente
792,792,1,2024-03-06,,24.0,ativo,
793,793,2,2024-03-27,,12.0,ativo,
794,794,1,2022-11-26,,24.0,ativo,
795,795,2,2024-05-28,,12.0,ativo,
796,796,1,2023-01-03,,,ativo,
797,797,4,2023-01-03,2022-12-29,12.0,cancelado,Atendimento ruim
798,798,3,2023-07-12,,24.0,ativo,
799,799,2,2024-06-11,,24.0,ativo,
800,800,2,2024-04-20,,,ativo,
801,801,3,2022-10-31,,12.0,ativo,
802,802,1,2022-11-06,2023-08-27,24.0,cancelado,Preço alto
803,803,1,2023-05-11,,,ativo,
804,804,1,2023-10-04,,,ativo,
805,805,1,2022-05-04,,24.0,ativo,
806,806,3,2024-06-21,2024-09-13,,cancelado,Outros
807,807,1,2022-10-13,2023-07-25,24.0,cancelado,Atendimento ruim
808,808,1,2022-09-11,2022-12-24,12.0,cancelado,Migracao para concorrente
809,809,2,2023-04-05,,,ativo,
810,810,1,2022-04-30,,12.0,ativo,
811,811,2,2022-11-07,,12.0,ativo,
812,812,4,2023-05-19,,24.0,ativo,
813,813,2,2023-05-05,,12.0,ativo,
814,814,1,2022-01-07,,12.0,ativo,
815,815,1,2023-08-09,,24.0,ativo,
816,816,1,2022-01-10,,24.0,ativo,
817,817,2,2024-01-15,,,ativo,
818,818,2,2023-12-06,,24.0,ativo,
819,819,2,2023-03-21,,24.0,ativo,
820,820,2,2023-07-07,,12.0,ativo,
821,821,1,2022-10-18,2024-03-05,12.0,cancelado,Migracao para concorrente
822,822,3,2023-11-16,,24.0,ativo,
823,823,2,2023-08-18,,12.0,ativo,
824,824,2,2024-01-03,,24.0,ativo,
825,825,4,2023-11-19,,12.0,ativo,
826,826,4,2023-12-21,,12.0,ativo,
827,827,1,2022-08-04,2023-01-08,12.0,cancelado,Migracao para concorrente
828,828,2,2024-01-11,,,ativo,
829,829,4,2023-08-01,,24.0,ativo,
830,830,1,2022-12-23,,,ativo,
831,831,3,2023-10-30,,24.0,ativo,
832,832,4,2024-03-04,,,ativo,
833,833,1,2023-04-04,,12.0,ativo,
834,834,3,2023-02-07,,12.0,ativo,
835,835,4,2022-07-07,,,ativo,
836,836,3,2022-09-01,2024-07-23,12.0,cancelado,Outros
837,837,3,2023-09-10,,12.0,ativo,
838,838,3,2022-02-23,,24.0,ativo,
839,839,2,2023-12-02,2024-02-04,,cancelado,Preço alto
840,840,1,2024-04-25,,,ativo,
841,841,1,2023-09-25,2024-08-15,12.0,cancelado,Preço alto
842,842,3,2024-06-04,,24.0,ativo,
843,843,2,2022-11-16,2023-04-06,24.0,cancelado,Problemas de rede
844,844,1,2024-05-14,,24.0,ativo,
845,845,2,2022-05-09,2022-07-19,12.0,cancelado,Problemas de rede
846,846,1,2022-03-05,,24.0,ativo,
847,847,4,2024-04-05,,24.0,ativo,
848,848,1,2022-06-13,,24.0,ativo,
849,849,3,2022-07-19,,,ativo,
850,850,2,2022-09-09,,12.0,ativo,
851,851,4,2023-11-09,,12.0,ativo,
852,852,1,2022-06-16,,,ativo,
853,853,1,2022-03-03,,,ativo,
854,854,2,2023-02-19,,24.0,ativo,
855,855,1,2022-09-10,,,ativo,
856,856,3,2023-04-01,2024-04-23,,cancelado,Problemas de rede
857,857,2,2022-08-22,,12.0,ativo,
858,858,1,2022-04-16,2022-10-18,24.0,cancelado,Outros
859,859,1,2023-12-27,,24.0,ativo,
860,860,2,2023-08-12,,,ativo,
861,861,1,2024-05-03,,24.0,ativo,
862,862,1,2023-08-12,,12.0,ativo,
863,863,2,2022-06-14,,,ativo,
864,864,4,2023-05-04,,24.0,ativo,
865,865,2,2023-10-25,,,ativo,
866,866,2,2023-03-11,,12.0,ativo,
867,867,1,2022-01-18,,,ativo,
868,868,1,2023-03-12,,,ativo,
869,869,2,2023-08-25,,12.0,ativo,
870,870,4,2023-07-20,,24.0,ativo,
871,871,1,2023-06-08,2024-07-09,12.0,cancelado,Atendimento ruim
872,872,1,2023-10-14,,,ativo,
873,873,1,2023-11-20,,,ativo,
874,874,4,2022-03-13,,12.0,ativo,
875,875,2,2024-01-11,,24.0,ativo,
876,876,1,2022-04-09,,12.0,ativo,
877,877,2,2023-01-24,,,ativo,
878,878,4,2022-04-12,,24.0,ativo,
879,879,2,2024-06-09,,12.0,ativo,
880,880,1,2022-05-23,,12.0,ativo,
881,881,2,2022-08-28,,,ativo,
882,882,2,2022-06-20,,12.0,ativo,
883,883,1,2022-07-31,,,ativo,
884,884,1,2022-03-25,,12.0,ativo,
885,885,1,2023-08-09,2024-04-13,,cancelado,Preço alto
886,886,1,2023-04-03,,12.0,ativo,
887,887,3,2022-11-25,2023-11-28,24.0,cancelado,Problemas de rede
888,888,3,2022-06-28,2022-08-26,12.0,cancelado,Outros
889,889,2,2023-05-17,,12.0,ativo,
890,890,1,2024-05-02,,,ativo,
891,891,4,2024-01-10,,,ativo,
892,892,1,2023-01-23,,12.0,ativo,
893,893,4,2022-11-02,,24.0,ativo,
894,894,2,2023-07-23,,12.0,ativo,
895,895,2,2023-05-23,,,ativo,
896,896,1,2022-09-27,,,ativo,
897,897,3,2022-03-24,,24.0,ativo,
898,898,1,2022-11-02,,12.0,ativo,
899,899,4,2023-07-03,,,ativo,
900,900,2,2024-05-29,2024-07-11,,cancelado,Outros
901,901,1,2024-02-05,,,ativo,
902,902,1,2022-09-17,,24.0,ativo,
903,903,1,2022-09-25,2023-09-05,,cancelado,Problemas de rede
904,904,1,2023-08-16,,12.0,ativo,
905,905,3,2022-04-01,,,ativo,
906,906,2,2024-02-04,,,ativo,
907,907,3,2023-01-13,,12.0,ativo,
908,908,1,2024-06-26,,,ativo,
909,909,1,2024-03-23,,24.0,ativo,
910,910,1,2022-09-21,,,ativo,
911,911,4,2022-12-23,,12.0,ativo,
912,912,1,2024-02-11,,12.0,ativo,
913,913,1,2022-02-02,2023-11-25,,cancelado,Migracao para concorrente
914,914,2,2022-08-05,,,ativo,
915,915,3,2022-02-23,,12.0,ativo,
916,916,4,2022-05-31,,24.0,ativo,
917,917,3,2022-04-29,,,ativo,
918,918,2,2024-04-03,,,ativo,
919,919,1,2023-11-17,,,ativo,
920,920,1,2022-02-13,,12.0,ativo,
921,921,2,2022-09-15,,12.0,ativo,
922,922,3,2022-04-13,2022-06-07,12.0,cancelado,Migracao para concorrente
923,923,4,2023-10-03,,,ativo,
924,924,3,2022-02-24,2023-02-27,24.0,cancelado,Migracao para concorrente
925,925,4,2022-05-12,,24.0,ativo,
926,926,1,2022-05-06,,12.0,ativo,
927,927,2,2022-07-16,2023-02-13,12.0,cancelado,Problemas de rede
928,928,1,2024-05-28,,,ativo,
929,929,2,2022-05-06,,24.0,ativo,
930,930,2,2024-03-11,,12.0,ativo,
931,931,1,2023-04-30,,12.0,ativo,
932,932,3,2022-12-23,,,ativo,
933,933,3,2023-02-12,2024-03-04,12.0,cancelado,Outros
934,934,4,2022-01-19,2022-12-10,24.0,cancelado,Outros
935,935,2,2023-01-15,,,ativo,
936,936,1,2023-06-10,,24.0,ativo,
937,937,2,2023-07-11,,12.0,ativo,
938,938,1,2022-10-04,,,ativo,
939,939,2,2024-03-05,,12.0,ativo,
940,940,1,2023-10-07,,12.0,ativo,
941,941,3,2022-02-04,,24.0,ativo,
942,942,1,2023-11-28,,12.0,ativo,
943,943,3,2023-04-01,,12.0,ativo,
944,944,3,2024-03-16,,,ativo,
945,945,1,2022-02-24,2022-07-08,12.0,cancelado,Preço alto
946,946,2,2024-05-29,,,ativo,
947,947,4,2023-01-27,,,ativo,
948,948,1,2023-06-19,2024-03-27,12.0,cancelado,Migracao para concorrente
949,949,1,2024-05-01,,24.0,ativo,
950,950,2,2023-07-14,,24.0,ativo,
951,951,1,2023-08-20,,12.0,ativo,
952,952,1,2022-04-06,2024-02-12,12.0,cancelado,Problemas de rede
953,953,1,2024-02-24,,,ativo,
954,954,4,2022-04-11,,12.0,ativo,
955,955,1,2023-01-30,,,ativo,
956,956,2,2024-01-22,2024-12-22,12.0,cancelado,Preço alto
957,957,1,2024-03-15,2024-11-08,12.0,cancelado,Outros
958,958,2,2023-06-23,2024-12-17,24.0,cancelado,Preço alto
959,959,2,2022-05-28,,24.0,ativo,
960,960,1,2022-03-24,2022-03-19,24.0,cancelado,Migracao para concorrente
961,961,1,2023-09-09,,,ativo,
962,962,1,2022-03-14,2024-01-27,12.0,cancelado,Atendimento ruim
963,963,1,2024-01-27,,24.0,ativo,
964,964,2,2023-08-21,,12.0,ativo,
965,965,1,2024-02-06,2024-04-03,,cancelado,Migracao para concorrente
966,966,2,2023-02-01,,12.0,ativo,
967,967,4,2024-03-21,2024-10-29,12.0,cancelado,Migracao para concorrente
968,968,3,2022-07-01,2023-02-18,24.0,cancelado,Problemas de rede
969,969,1,2023-10-06,2024-05-01,12.0,cancelado,Atendimento ruim
970,970,1,2022-01-18,,24.0,ativo,
971,971,2,2023-02-07,,12.0,ativo,
972,972,1,2022-12-13,,,ativo,
973,973,1,2022-11-23,,,ativo,
974,974,2,2023-06-15,,,ativo,
975,975,2,2023-03-14,,12.0,ativo,
976,976,2,2022-09-28,,12.0,ativo,
977,977,1,2022-08-16,,24.0,ativo,
978,978,1,2023-05-04,2024-12-09,24.0,cancelado,Atendimento ruim
979,979,3,2023-04-21,2024-10-05,24.0,cancelado,Atendimento ruim
980,980,1,2022-05-12,2023-12-05,24.0,cancelado,Outros
981,981,1,2023-09-25,,12.0,ativo,
982,982,2,2024-06-22,,,ativo,
983,983,1,2024-04-19,,24.0,ativo,
984,984,2,2024-02-29,,12.0,ativo,
985,985,3,2023-08-08,,12.0,ativo,
986,986,1,2023-10-20,2024-02-11,24.0,cancelado,Preço alto
987,987,1,2024-05-26,2024-06-25,,cancelado,Outros
988,988,3,2023-02-16,2024-04-30,24.0,cancelado,Atendimento ruim
989,989,2,2024-01-22,,12.0,ativo,
990,990,1,2022-02-10,,24.0,ativo,
991,991,1,2022-01-18,,,ativo,
992,992,1,2022-11-28,,24.0,ativo,
993,993,1,2022-07-25,,24.0,ativo,
994,994,1,2022-04-25,,,ativo,
995,995,1,2023-03-26,,12.0,ativo,
996,996,1,2022-03-19,,,ativo,
997,997,1,2023-04-02,,24.0,ativo,
998,998,1,2023-08-22,2024-07-21,12.0,cancelado,Problemas de rede
999,999,3,2023-05-05,,24.0,ativo,
1000,1000,2,2023-01-12,2023-04-06,,cancelado,Migracao para concorrente
1001,1001,1,2023-03-17,,,ativo,
1002,1002,4,2023-03-06,,24.0,ativo,
1003,1003,2,2023-07-01,,12.0,ativo,
1004,1004,2,2024-03-21,2024-12-11,24.0,cancelado,Migracao para concorrente
1005,1005,2,2022-09-11,2023-07-14,24.0,cancelado,Outros
1006,1006,2,2022-08-13,,12.0,ativo,
1007,1007,1,2023-08-10,,,ativo,
1008,1008,2,2022-06-14,,,ativo,
1009,1009,3,2022-08-06,,12.0,ativo,
1010,1010,1,2023-09-17,,12.0,ativo,
1011,1011,2,2023-09-28,,12.0,ativo,
1012,1012,2,2023-02-07,,24.0,ativo,
1013,1013,1,2022-07-29,2022-10-15,,cancelado,Outros
1014,1014,1,2022-11-27,2024-07-28,12.0,cancelado,Problemas de rede
1015,1015,2,2023-09-14,2023-11-14,,cancelado,Migracao para concorrente
1016,1016,2,2022-09-08,,,ativo,
1017,1017,3,2022-11-24,2024-01-01,12.0,cancelado,Outros
1018,1018,1,2022-05-12,,24.0,ativo,
1019,1019,2,2023-10-02,,,ativo,
1020,1020,1,2023-11-02,,,ativo,
1021,1021,1,2022-01-08,2023-12-07,,cancelado,Preço alto
1022,1022,2,2023-07-03,,12.0,ativo,
1023,1023,1,2023-05-01,2024-08-07,24.0,cancelado,Outros
1024,1024,1,2024-05-20,,,ativo,
1025,1025,1,2022-11-16,2024-09-09,24.0,cancelado,Outros
1026,1026,1,2023-06-06,,24.0,ativo,
1027,1027,1,2023-04-16,,24.0,ativo,
1028,1028,1,2023-08-25,,12.0,ativo,
1029,1029,1,2023-09-02,,24.0,ativo,
1030,1030,2,2022-10-24,,12.0,ativo,
1031,1031,1,2023-03-02,,,ativo,
1032,1032,3,2023-11-14,,,ativo,
1033,1033,1,2023-08-21,,24.0,ativo,
1034,1034,3,2024-05-17,,12.0,ativo,
1035,1035,3,2022-08-02,,12.0,ativo,
1036,1036,1,2024-04-13,,12.0,ativo,
1037,1037,1,2024-01-11,,,ativo,
1038,1038,4,2022-08-21,2022-08-16,12.0,cancelado,Atendimento ruim
1039,1039,3,2022-03-28,,,ativo,
1040,1040,2,2023-07-25,,,ativo,
1041,1041,4,2022-08-31,,12.0,ativo,
1042,1042,4,2023-02-25,,,ativo,
1043,1043,3,2023-01-25,,12.0,ativo,
1044,1044,4,2023-06-27,2024-02-26,12.0,cancelado,Preço alto
1045,1045,1,2023-01-04,2023-04-04,,cancelado,Preço alto
1046,1046,1,2022-04-21,,12.0,ativo,
1047,1047,4,2023-05-09,,24.0,ativo,
1048,1048,2,2023-05-25,,24.0,ativo,
1049,1049,3,2023-07-09,,12.0,ativo,
1050,1050,1,2023-10-18,,,ativo,
1051,1051,2,2023-07-31,,,ativo,
1052,1052,2,2022-01-29,2023-10-26,,cancelado,Problemas de rede
1053,1053,1,2022-04-25,,12.0,ativo,
1054,1054,1,2023-06-16,2024-05-15,24.0,cancelado,Atendimento ruim
1055,1055,3,2022-12-11,,24.0,ativo,
1056,1056,2,2024-06-16,,12.0,ativo,
1057,1057,1,2022-07-20,,,ativo,
1058,1058,1,2022-11-02,,,ativo,
1059,1059,2,2023-04-25,,,ativo,
1060,1060,1,2024-02-05,,12.0,ativo,
1061,1061,1,2024-02-24,2024-09-17,,cancelado,Preço alto
1062,1062,3,2024-04-16,2024-07-27,,cancelado,Atendimento ruim
1063,1063,2,2022-05-06,,,ativo,
1064,1064,3,2022-02-13,2022-08-29,12.0,cancelado,Atendimento ruim
1065,1065,1,2022-01-30,,12.0,ativo,
1066,1066,1,2022-09-05,,12.0,ativo,
1067,1067,2,2023-01-17,,12.0,ativo,
1068,1068,2,2024-06-16,,12.0,ativo,
1069,1069,1,2024-06-17,,24.0,ativo,
1070,1070,1,2024-03-31,,12.0,ativo,
1071,1071,1,2023-03-13,,12.0,ativo,
1072,1072,1,2022-09-21,,24.0,ativo,
1073,1073,3,2022-08-06,2022-11-30,,cancelado,Migracao para concorrente
1074,1074,1,2022-04-02,2024-02-24,12.0,cancelado,Preço alto
1075,1075,2,2023-06-17,,24.0,ativo,
1076,1076,3,2022-05-23,,24.0,ativo,
1077,1077,3,2023-10-30,,,ativo,
1078,1078,3,2022-10-24,,24.0,ativo,
1079,1079,1,2023-05-20,,,ativo,
1080,1080,1,2022-12-08,,12.0,ativo,
1081,1081,4,2024-01-10,,12.0,ativo,
1082,1082,1,2022-10-25,,12.0,ativo,
1083,1083,1,2024-06-17,,24.0,ativo,
1084,1084,3,2022-10-20,2023-08-20,12.0,cancelado,Migracao para concorrente
1085,1085,2,2022-04-27,,24.0,ativo,
1086,1086,4,2023-02-28,2023-07-05,24.0,cancelado,Outros
1087,1087,2,2022-10-27,,12.0,ativo,
1088,1088,2,2022-08-27,2023-06-20,24.0,cancelado,Outros
1089,1089,3,2024-05-23,,24.0,ativo,
1090,1090,3,2022-09-16,,,ativo,
1091,1091,2,2023-08-03,,24.0,ativo,
1092,1092,1,2022-03-31,2022-12-03,,cancelado,Migracao para concorrente
1093,1093,3,2022-05-10,,12.0,ativo,
1094,1094,4,2022-10-04,2023-07-09,12.0,cancelado,Outros
1095,1095,1,2023-02-03,,12.0,ativo,
1096,1096,2,2023-03-22,2024-12-11,,cancelado,Migracao para concorrente
1097,1097,2,2022-04-15,,12.0,ativo,
1098,1098,2,2023-06-21,2023-11-03,,cancelado,Problemas de rede
1099,1099,2,2022-03-15,,24.0,ativo,
1100,1100,1,2024-02-26,,12.0,ativo,
1101,1101,1,2022-05-22,,24.0,ativo,
1102,1102,1,2022-09-12,,12.0,ativo,
1103,1103,3,2022-02-22,2022-12-15,24.0,cancelado,Atendimento ruim
1104,1104,2,2022-01-22,,12.0,ativo,
1105,1105,3,2022-01-14,,12.0,ativo,
1106,1106,4,2023-02-07,,12.0,ativo,
1107,1107,2,2024-04-05,,12.0,ativo,
1108,1108,3,2024-01-24,,24.0,ativo,
1109,1109,3,2024-05-11,,,ativo,
1110,1110,2,2022-06-24,,12.0,ativo,
1111,1111,1,2022-06-10,,,ativo,
1112,1112,3,2023-04-01,,24.0,ativo,
1113,1113,1,2022-08-10,2023-06-15,12.0,cancelado,Problemas de rede
1114,1114,4,2023-12-30,,12.0,ativo,
