customer_id,nome,idade,genero,cidade,estado,tipo_residencia,renda_estimada
397,Cliente 397,79.0,F,Fortaleza,CE,Casa,900.69
398,Cliente 398,52.0,F,Porto Alegre,RS,Apartamento,6351.68
399,Cliente 399,65.0,F,Salvador,BA,KITNET,5860.4
400,Cliente 400,79.0,M,Recife,PE,Apartamento,2636.33
401,Cliente 401,42.0,M,Rio de Janeiro,RJ,Apartamento,"4862,0"
402,Cliente 402,52.0,M,Rio de janeiro,RJ,Apartamento,4259.63
403,Cliente 403,42.0,M,Rio de Janeiro,RJ,Apartamento,4436.43
404,Cliente 404,46.0,M,Rio de Janeiro,RJ,Casa,1362.23
405,Cliente 405,35.0,M,Salvador,BA,Casa,1470.0
406,Cliente 406,63.0,F,São Paulo,SP,Casa,5273.89
407,Cliente 407,35.0,F,Rio de Janeiro,RJ,Apartamento,1086.0
408,Cliente 408,19.0,,Fortaleza,CE,Casa,3277.71
409,Cliente 409,71.0,Outro,Salvador,BA,Apartamento,2948.45
410,Cliente 410,52.0,F,Rio de janeiro,RJ,Casa,2809.77
411,Cliente 411,33.0,M,Belo Horizonte,MG,Apartamento,3971.68
412,Cliente 412,78.0,F,Rio de Janeiro,RJ,Casa,2483.61
413,Cliente 413,58.0,F,Sao Paulo,SP,Apartamento,4093.6
414,Cliente 414,53.0,M,Salvador,BA,Apartamento,3711.73
415,Cliente 415,50.0,M,São Paulo,SP,Casa,6648.1
416,Cliente 416,21.0,F,Curitiba,PR,Casa,1421.89
417,Cliente 417,50.0,M,Rio de janeiro,RJ,Apartamento,3543.9
418,Cliente 418,31.0,F,Rio de janeiro,RJ,Casa,4147.02
419,Cliente 419,38.0,F,Curitiba,PR,Casa,3115.4
420,Cliente 420,65.0,M,Fortaleza,CE,,1494.39
421,Cliente 421,37.0,M,Belo Horizonte,MG,Apartamento,5385.65
422,Cliente 422,73.0,M,Rio de janeiro,RJ,,"4005,4"
423,Cliente 423,25.0,M,Rio de janeiro,RJ,Casa,1599.65
424,Cliente 424,24.0,M,São Paulo,SP,Casa,4158.0
425,Cliente 425,20.0,F,Rio de janeiro,RJ,KITNET,6052.35
426,Cliente 426,34.0,M,Salvador,BA,Apartamento,3445.53
427,Cliente 427,50.0,F,Fortaleza,CE,Apartamento,3496.68
428,Cliente 428,65.0,M,Belo Horizonte,MG,Casa,5852.01
429,Cliente 429,29.0,Outro,Sao Paulo,SP,Casa,2044.42
430,Cliente 430,76.0,M,Belo Horizonte,MG,Casa,6091.33
431,Cliente 431,68.0,M,Fortaleza,CE,Casa,4959.37
432,Cliente 432,39.0,F,Porto Alegre,RS,Casa,2113.67
433,Cliente 433,72.0,F,Salvador,BA,Casa,2497.6
434,Cliente 434,39.0,M,Porto Alegre,RS,,2712.78
435,Cliente 435,63.0,F,Fortaleza,CE,Casa,1310.0
436,Cliente 436,47.0,F,São Paulo,SP,Apartamento,3890.71
437,Cliente 437,55.0,F,Sao Paulo,SP,Apartamento,2181.58
438,Cliente 438,55.0,M,Belo Horizonte,MG,Apartamento,3944.83
439,Cliente 439,62.0,M,Rio de Janeiro,RJ,Casa,1563.59
440,Cliente 440,68.0,F,Recife,PE,Apartamento,4884.52
441,Cliente 441,71.0,F,Belo Horizonte,MG,Apartamento,4606.44
442,Cliente 442,25.0,M,São Paulo,SP,Apartamento,2441.18
443,Cliente 443,44.0,F,Sao Paulo,SP,Apartamento,4039.47
444,Cliente 444,44.0,F,Recife,PE,,3624.38
445,Cliente 445,51.0,M,Salvador,BA,Apartamento,5723.45
446,Cliente 446,38.0,F,Fortaleza,CE,Casa,1951.28
447,Cliente 447,47.0,M,Fortaleza,CE,Apartamento,"3271,55"
448,Cliente 448,,F,Salvador,BA,Casa,2538.97
449,Cliente 449,45.0,F,Recife,PE,KITNET,3567.23
450,Cliente 450,64.0,,Porto Alegre,RS,Casa,4299.91
451,Cliente 451,50.0,M,Sao Paulo,SP,Casa,2522.29
452,Cliente 452,22.0,M,Salvador,BA,Apartamento,2953.84
453,Cliente 453,77.0,M,Recife,PE,Apartamento,4949.06
454,Cliente 454,78.0,M,Rio de janeiro,RJ,Casa,5535.99
455,Cliente 455,65.0,M,Belo Horizonte,MG,Casa,4240.27
456,Cliente 456,36.0,Outro,São Paulo,SP,KITNET,3293.06
457,Cliente 457,21.0,M,Salvador,BA,Casa,3150.35
458,Cliente 458,52.0,M,São Paulo,SP,KITNET,4322.19
459,Cliente 459,66.0,F,Porto Alegre,RS,Casa,3841.65
460,Cliente 460,34.0,M,Porto Alegre,RS,Apartamento,1026.54
461,Cliente 461,61.0,F,Rio de janeiro,RJ,Apartamento,4358.58
462,Cliente 462,45.0,M,Fortaleza,CE,Casa,2209.15
463,Cliente 463,47.0,F,Salvador,BA,Casa,1374.6
464,Cliente 464,46.0,M,Sao Paulo,SP,Casa,997.48
465,Cliente 465,63.0,M,Fortaleza,CE,Apartamento,3175.84
466,Cliente 466,70.0,Outro,Recife,PE,Apartamento,1975.21
467,Cliente 467,23.0,M,Fortaleza,CE,Apartamento,1377.0
468,Cliente 468,52.0,F,Sao Paulo,SP,Casa,2962.32
469,Cliente 469,77.0,M,Belo Horizonte,MG,Casa,2764.14
470,Cliente 470,58.0,M,Porto Alegre,RS,Casa,3275.15
471,Cliente 471,54.0,F,Belo Horizonte,MG,Casa,2556.65
472,Cliente 472,41.0,M,Salvador,BA,Apartamento,6243.99
473,Cliente 473,,F,Fortaleza,CE,KITNET,4276.01
474,Cliente 474,66.0,,Salvador,BA,Apartamento,2750.58
475,Cliente 475,63.0,F,Belo Horizonte,MG,Casa,3404.56
476,Cliente 476,70.0,Outro,Porto Alegre,RS,,5621.96
477,Cliente 477,48.0,M,Rio de Janeiro,RJ,Apartamento,4934.93
478,Cliente 478,52.0,M,Rio de janeiro,RJ,KITNET,1405.68
479,Cliente 479,77.0,M,Salvador,BA,Apartamento,2038.56
480,Cliente 480,50.0,F,Salvador,BA,Casa,2327.23
481,Cliente 481,69.0,,Rio de Janeiro,RJ,Casa,2840.45
482,Cliente 482,78.0,M,Recife,PE,Apartamento,2606.87
483,Cliente 483,38.0,F,Recife,PE,Casa,3551.01
484,Cliente 484,49.0,M,Belo Horizonte,MG,Casa,4603.58
485,Cliente 485,,F,Salvador,BA,Apartamento,4853.99
486,Cliente 486,50.0,F,Porto Alegre,RS,Apartamento,3009.8
487,Cliente 487,20.0,,São Paulo,SP,Apartamento,1047.96
488,Cliente 488,35.0,F,Belo Horizonte,MG,Casa,1939.39
489,Cliente 489,42.0,M,Belo Horizonte,MG,Casa,2720.34
490,Cliente 490,59.0,M,Rio de janeiro,RJ,Apartamento,1632.45
491,Cliente 491,48.0,M,Salvador,BA,,5211.29
492,Cliente 492,71.0,M,Recife,PE,Apartamento,1730.69
493,Cliente 493,75.0,M,Recife,PE,KITNET,4425.59
494,Cliente 494,20.0,F,Fortaleza,CE,Apartamento,977.18
495,Cliente 495,57.0,F,Curitiba,PR,Apartamento,4485.8
496,Cliente 496,63.0,F,Curitiba,PR,Casa,3291.1
497,Cliente 497,41.0,M,Curitiba,PR,Apartamento,22530.0
498,Cliente 498,67.0,F,Rio de janeiro,RJ,Apartamento,1802.66
499,Cliente 499,49.0,F,Porto Alegre,RS,Apartamento,2653.83
500,Cliente 500,64.0,M,Curitiba,PR,Casa,2944.35
501,Cliente 501,39.0,F,Rio de Janeiro,RJ,Apartamento,3271.25
502,Cliente 502,40.0,F,Sao Paulo,SP,Casa,2981.03
503,Cliente 503,19.0,M,Belo Horizonte,MG,Apartamento,3009.98
504,Cliente 504,44.0,F,Porto Alegre,RS,Casa,2985.41
505,Cliente 505,59.0,F,Recife,PE,Apartamento,1257.0
506,Cliente 506,19.0,M,Fortaleza,CE,Casa,4990.0
507,Cliente 507,43.0,Outro,Sao Paulo,SP,Casa,7791.7
508,Cliente 508,34.0,F,Rio de janeiro,RJ,Casa,3947.41
509,Cliente 509,57.0,F,Belo Horizonte,MG,Apartamento,1796.37
510,Cliente 510,50.0,F,Rio de janeiro,RJ,Casa,1948.19
511,Cliente 511,26.0,M,Rio de janeiro,RJ,Casa,"4419,76"
512,Cliente 512,60.0,F,Rio de Janeiro,RJ,Apartamento,4078.2
513,Cliente 513,71.0,F,São Paulo,SP,Casa,3073.56
514,Cliente 514,65.0,M,São Paulo,SP,KITNET,4630.11
515,Cliente 515,56.0,F,Rio de janeiro,RJ,KITNET,894.0
516,Cliente 516,46.0,F,Curitiba,PR,Apartamento,4631.09
517,Cliente 517,59.0,F,Recife,PE,Casa,3856.64
518,Cliente 518,72.0,M,Sao Paulo,SP,Apartamento,2006.08
519,Cliente 519,43.0,F,Curitiba,PR,Casa,1350.01
520,Cliente 520,52.0,M,Salvador,BA,Casa,3681.99
521,Cliente 521,67.0,M,Recife,PE,Casa,5610.86
522,Cliente 522,42.0,M,Rio de janeiro,RJ,KITNET,3157.86
523,Cliente 523,,M,Salvador,BA,Casa,2220.97
524,Cliente 524,30.0,F,Curitiba,PR,Apartamento,3786.93
525,Cliente 525,77.0,F,Salvador,BA,Apartamento,6231.31
526,Cliente 526,75.0,M,Rio de janeiro,RJ,Casa,4146.95
527,Cliente 527,24.0,F,Rio de Janeiro,RJ,Casa,4309.1
528,Cliente 528,74.0,F,São Paulo,SP,,5334.2
529,Cliente 529,53.0,F,Sao Paulo,SP,Apartamento,4208.84
530,Cliente 530,62.0,M,Salvador,BA,Apartamento,2328.55
531,Cliente 531,37.0,F,Rio de janeiro,RJ,Casa,883.15
532,Cliente 532,18.0,,Rio de Janeiro,RJ,Casa,2117.52
533,Cliente 533,25.0,F,Porto Alegre,RS,Casa,1842.91
534,Cliente 534,63.0,M,Curitiba,PR,Casa,4488.96
535,Cliente 535,33.0,M,São Paulo,SP,Casa,4697.52
536,Cliente 536,31.0,F,Porto Alegre,RS,Apartamento,3763.36
537,Cliente 537,29.0,Outro,Rio de janeiro,RJ,Casa,1596.96
538,Cliente 538,68.0,F,Sao Paulo,SP,Casa,6179.9
539,Cliente 539,40.0,F,Curitiba,PR,Apartamento,"2875,68"
540,Cliente 540,,M,Rio de Janeiro,RJ,Apartamento,4405.22
541,Cliente 541,45.0,F,Curitiba,PR,Casa,3573.99
542,Cliente 542,51.0,F,Porto Alegre,RS,Apartamento,3813.0
543,Cliente 543,19.0,M,Porto Alegre,RS,Casa,4352.28
544,Cliente 544,49.0,F,Recife,PE,Casa,2455.97
545,Cliente 545,40.0,,Fortaleza,CE,Casa,5458.1
546,Cliente 546,39.0,M,Curitiba,PR,Apartamento,1130.74
547,Cliente 547,68.0,F,Recife,PE,Casa,1942.17
548,Cliente 548,42.0,M,Porto Alegre,RS,Casa,5438.64
549,Cliente 549,75.0,F,Salvador,BA,Casa,4385.01
550,Cliente 550,79.0,F,Porto Alegre,RS,Apartamento,7310.59
551,Cliente 551,78.0,F,Curitiba,PR,Casa,3602.53
552,Cliente 552,39.0,F,Rio de Janeiro,RJ,Casa,"6050,64"
553,Cliente 553,75.0,M,Curitiba,PR,Casa,1292.0
554,Cliente 554,75.0,Outro,Curitiba,PR,Casa,1379.73
555,Cliente 555,,F,Belo Horizonte,MG,Apartamento,4843.29
556,Cliente 556,66.0,M,Rio de janeiro,RJ,Apartamento,"889,45"
557,Cliente 557,69.0,F,Belo Horizonte,MG,Casa,3203.95
558,Cliente 558,59.0,F,Porto Alegre,RS,Casa,5250.81
559,Cliente 559,23.0,M,Curitiba,PR,Casa,4251.76
560,Cliente 560,32.0,F,Rio de janeiro,RJ,Casa,3516.64
561,Cliente 561,71.0,Outro,Belo Horizonte,MG,Casa,2826.34
562,Cliente 562,60.0,M,Curitiba,PR,Apartamento,3803.34
563,Cliente 563,77.0,,Sao Paulo,SP,,4365.87
564,Cliente 564,54.0,M,Belo Horizonte,MG,,2508.66
565,Cliente 565,50.0,M,Rio de janeiro,RJ,KITNET,4057.6
566,Cliente 566,25.0,M,Belo Horizonte,MG,Apartamento,5117.65
567,Cliente 567,70.0,F,Fortaleza,CE,Apartamento,3166.28
568,Cliente 568,77.0,F,Fortaleza,CE,Casa,3602.18
569,Cliente 569,61.0,M,Porto Alegre,RS,Apartamento,4225.67
570,Cliente 570,61.0,M,Sao Paulo,SP,Casa,4327.0
571,Cliente 571,22.0,F,Rio de Janeiro,RJ,Casa,4817.68
572,Cliente 572,56.0,M,Rio de Janeiro,RJ,Apartamento,1978.44
573,Cliente 573,21.0,F,Rio de janeiro,RJ,Casa,2706.62
574,Cliente 574,23.0,F,Salvador,BA,Casa,2762.18
575,Cliente 575,62.0,F,Rio de Janeiro,RJ,KITNET,2144.13
576,Cliente 576,49.0,,Rio de janeiro,RJ,Casa,802.38
577,Cliente 577,69.0,M,Sao Paulo,SP,Casa,949.0
578,Cliente 578,47.0,,Salvador,BA,KITNET,5293.18
579,Cliente 579,64.0,F,Salvador,BA,Apartamento,1169.16
580,Cliente 580,52.0,F,Fortaleza,CE,Apartamento,5849.76
581,Cliente 581,72.0,M,Porto Alegre,RS,Casa,4609.11
582,Cliente 582,57.0,F,Curitiba,PR,Casa,2891.47
583,Cliente 583,69.0,M,Salvador,BA,KITNET,4424.63
584,Cliente 584,33.0,M,São Paulo,SP,Apartamento,4137.7
585,Cliente 585,30.0,M,Rio de janeiro,RJ,Apartamento,1847.34
586,Cliente 586,67.0,F,Salvador,BA,Casa,3477.53
587,Cliente 587,77.0,F,Salvador,BA,Casa,2030.24
588,Cliente 588,59.0,F,Recife,PE,,4481.19
589,Cliente 589,47.0,F,São Paulo,SP,Casa,2427.17
590,Cliente 590,36.0,M,Recife,PE,Apartamento,3355.06
591,Cliente 591,34.0,F,Salvador,BA,Casa,3290.3
592,Cliente 592,73.0,M,Curitiba,PR,Apartamento,3682.37
593,Cliente 593,36.0,F,São Paulo,SP,KITNET,5993.83
594,Cliente 594,45.0,F,Fortaleza,CE,Apartamento,3138.56
595,Cliente 595,75.0,F,Belo Horizonte,MG,Casa,5326.89
596,Cliente 596,72.0,F,Salvador,BA,Apartamento,4220.0
597,Cliente 597,43.0,M,Salvador,BA,Apartamento,5627.6
598,Cliente 598,,F,Porto Alegre,RS,Casa,2992.35
599,Cliente 599,43.0,F,Porto Alegre,RS,KITNET,4544.2
600,Cliente 600,70.0,F,Recife,PE,Apartamento,3411.1
601,Cliente 601,79.0,M,Rio de janeiro,RJ,KITNET,822.0
602,Cliente 602,40.0,F,Curitiba,PR,Apartamento,1865.23
603,Cliente 603,26.0,F,Rio de janeiro,RJ,Casa,4373.57
604,Cliente 604,29.0,M,Belo Horizonte,MG,Casa,4274.4
605,Cliente 605,70.0,M,Salvador,BA,Casa,1557.53
606,Cliente 606,18.0,F,Curitiba,PR,KITNET,3830.55
607,Cliente 607,75.0,F,São Paulo,SP,Apartamento,4254.89
608,Cliente 608,75.0,M,Salvador,BA,Apartamento,3448.0
609,Cliente 609,18.0,M,Fortaleza,CE,Casa,4593.23
610,Cliente 610,64.0,M,Salvador,BA,Casa,4388.83
611,Cliente 611,51.0,M,Rio de Janeiro,RJ,Apartamento,3447.28
612,Cliente 612,49.0,F,Curitiba,PR,Casa,2733.76
613,Cliente 613,79.0,F,Rio de Janeiro,RJ,Casa,5063.81
614,Cliente 614,71.0,F,Recife,PE,Apartamento,4194.74
615,Cliente 615,65.0,F,Porto Alegre,RS,Casa,1427.85
616,Cliente 616,42.0,M,São Paulo,SP,Casa,3831.35
617,Cliente 617,57.0,F,Salvador,BA,Casa,1773.46
618,Cliente 618,62.0,F,Recife,PE,Casa,2053.15
619,Cliente 619,70.0,,Recife,PE,,2522.13
620,Cliente 620,18.0,F,São Paulo,SP,Casa,3567.31
621,Cliente 621,33.0,M,Sao Paulo,SP,Casa,4061.73
622,Cliente 622,78.0,F,Salvador,BA,Casa,2886.59
623,Cliente 623,56.0,M,Rio de Janeiro,RJ,Apartamento,2952.23
624,Cliente 624,22.0,F,Curitiba,PR,Casa,2745.13
625,Cliente 625,39.0,M,Rio de Janeiro,RJ,Apartamento,5071.27
626,Cliente 626,46.0,M,São Paulo,SP,Casa,1014.0
627,Cliente 627,72.0,F,Belo Horizonte,MG,Casa,3036.98
628,Cliente 628,20.0,M,Salvador,BA,Casa,5817.48
629,Cliente 629,29.0,F,Fortaleza,CE,Apartamento,4275.85
630,Cliente 630,43.0,M,Rio de janeiro,RJ,KITNET,5400.27
631,Cliente 631,33.0,F,Curitiba,PR,Casa,1198.0
632,Cliente 632,68.0,F,Fortaleza,CE,Apartamento,1636.63
633,Cliente 633,54.0,F,Fortaleza,CE,KITNET,4271.07
634,Cliente 634,39.0,M,Salvador,BA,Casa,5825.95
635,Cliente 635,74.0,M,Belo Horizonte,MG,Apartamento,1788.15
636,Cliente 636,46.0,M,Salvador,BA,Casa,2918.36
637,Cliente 637,31.0,M,Belo Horizonte,MG,KITNET,4102.2
638,Cliente 638,45.0,F,Sao Paulo,SP,Apartamento,1321.25
639,Cliente 639,22.0,Outro,Curitiba,PR,KITNET,4282.54
640,Cliente 640,64.0,F,São Paulo,SP,Apartamento,1209.0
641,Cliente 641,66.0,F,Porto Alegre,RS,Casa,4238.36
642,Cliente 642,47.0,F,São Paulo,SP,KITNET,2007.37
643,Cliente 643,63.0,F,Fortaleza,CE,Casa,"2828,6"
644,Cliente 644,79.0,M,Rio de janeiro,RJ,Casa,4477.83
645,Cliente 645,69.0,Outro,Sao Paulo,SP,Apartamento,4170.88
646,Cliente 646,22.0,F,São Paulo,SP,Apartamento,3488.03
647,Cliente 647,29.0,F,São Paulo,SP,KITNET,4953.56
648,Cliente 648,33.0,M,Rio de janeiro,RJ,Casa,949.74
649,Cliente 649,43.0,M,Rio de janeiro,RJ,Apartamento,3806.62
650,Cliente 650,43.0,F,São Paulo,SP,Apartamento,2314.74
651,Cliente 651,65.0,F,Recife,PE,Casa,4877.05
652,Cliente 652,38.0,F,Rio de Janeiro,RJ,Casa,4530.6
653,Cliente 653,56.0,M,Rio de janeiro,RJ,Casa,4585.02
654,Cliente 654,53.0,,Rio de Janeiro,RJ,Casa,5968.07
655,Cliente 655,50.0,M,Curitiba,PR,,18107.0
656,Cliente 656,79.0,M,Sao Paulo,SP,Apartamento,3263.87
657,Cliente 657,47.0,M,Recife,PE,Apartamento,3498.1
658,Cliente 658,54.0,F,Rio de janeiro,RJ,,4401.41
659,Cliente 659,40.0,Outro,Curitiba,PR,Casa,3704.26
660,Cliente 660,75.0,M,Belo Horizonte,MG,Apartamento,4557.76
661,Cliente 661,27.0,F,Fortaleza,CE,Casa,930.0
662,Cliente 662,71.0,M,Rio de Janeiro,RJ,KITNET,6321.21
663,Cliente 663,,Outro,Recife,PE,Casa,3591.54
664,Cliente 664,53.0,F,Recife,PE,KITNET,1066.3
665,Cliente 665,51.0,F,Sao Paulo,SP,Casa,2129.31
666,Cliente 666,69.0,M,Rio de Janeiro,RJ,Casa,947.0
667,Cliente 667,48.0,,Belo Horizonte,MG,Apartamento,1864.65
668,Cliente 668,27.0,F,Sao Paulo,SP,Casa,3286.63
669,Cliente 669,75.0,M,Recife,PE,Apartamento,5772.07
670,Cliente 670,36.0,F,São Paulo,SP,Casa,4116.01
671,Cliente 671,75.0,M,Belo Horizonte,MG,Apartamento,3849.29
672,Cliente 672,49.0,F,Recife,PE,Casa,1797.34
673,Cliente 673,18.0,M,Salvador,BA,Casa,2263.27
674,Cliente 674,73.0,F,Salvador,BA,Casa,2379.61
675,Cliente 675,22.0,F,Rio de janeiro,RJ,Casa,2440.81
676,Cliente 676,62.0,M,Sao Paulo,SP,Casa,2972.69
677,Cliente 677,21.0,M,Recife,PE,Casa,3085.98
678,Cliente 678,33.0,M,Rio de janeiro,RJ,Casa,2991.38
679,Cliente 679,41.0,F,Sao Paulo,SP,Casa,2493.01
680,Cliente 680,33.0,M,Belo Horizonte,MG,Apartamento,3702.58
681,Cliente 681,72.0,F,Recife,PE,KITNET,3028.38
682,Cliente 682,19.0,M,Sao Paulo,SP,Casa,1106.65
683,Cliente 683,66.0,M,Recife,PE,Apartamento,16161.0
684,Cliente 684,45.0,F,São Paulo,SP,Apartamento,3324.85
685,Cliente 685,49.0,M,Fortaleza,CE,Casa,1130.56
686,Cliente 686,44.0,Outro,Porto Alegre,RS,Apartamento,2613.05
687,Cliente 687,37.0,F,Salvador,BA,Casa,4395.61
688,Cliente 688,41.0,F,Fortaleza,CE,Apartamento,1795.33
689,Cliente 689,29.0,F,Sao Paulo,SP,Casa,1636.73
690,Cliente 690,67.0,F,Porto Alegre,RS,Apartamento,3012.67
691,Cliente 691,52.0,M,Fortaleza,CE,Apartamento,4434.4
692,Cliente 692,77.0,M,São Paulo,SP,Casa,6215.49
693,Cliente 693,50.0,M,Salvador,BA,Casa,4488.4
694,Cliente 694,50.0,F,Curitiba,PR,,5127.24
695,Cliente 695,78.0,M,Sao Paulo,SP,Casa,4020.05
696,Cliente 696,68.0,F,Salvador,BA,Apartamento,2472.33
697,Cliente 697,60.0,,Fortaleza,CE,KITNET,"4477,57"
698,Cliente 698,54.0,F,Curitiba,PR,Apartamento,"3371,59"
699,Cliente 699,29.0,F,Rio de Janeiro,RJ,Apartamento,4065.55
700,Cliente 700,20.0,M,Salvador,BA,Apartamento,2080.96
701,Cliente 701,18.0,F,Rio de Janeiro,RJ,KITNET,4199.67
702,Cliente 702,50.0,F,Porto Alegre,RS,Casa,3319.24
703,Cliente 703,57.0,M,Belo Horizonte,MG,Casa,3846.89
704,Cliente 704,27.0,M,Recife,PE,Casa,3372.39
705,Cliente 705,60.0,Outro,Porto Alegre,RS,,3084.2
706,Cliente 706,61.0,F,Curitiba,PR,Apartamento,4227.04
707,Cliente 707,46.0,F,Curitiba,PR,Casa,2890.86
708,Cliente 708,30.0,F,Salvador,BA,KITNET,1116.97
709,Cliente 709,29.0,F,Recife,PE,Casa,1180.0
710,Cliente 710,48.0,F,Belo Horizonte,MG,Casa,3776.62
711,Cliente 711,63.0,M,Fortaleza,CE,Apartamento,2829.17
712,Cliente 712,19.0,M,Rio de janeiro,RJ,Casa,906.35
713,Cliente 713,,M,Sao Paulo,SP,KITNET,3659.8
714,Cliente 714,68.0,F,Belo Horizonte,MG,Casa,3359.19
715,Cliente 715,67.0,F,Curitiba,PR,Apartamento,2750.58
716,Cliente 716,52.0,F,Rio de janeiro,RJ,Apartamento,3870.21
717,Cliente 717,40.0,M,Curitiba,PR,Casa,5472.64
718,Cliente 718,34.0,F,Recife,PE,,5426.89
719,Cliente 719,43.0,F,Recife,PE,Apartamento,3715.65
720,Cliente 720,25.0,F,Salvador,BA,Casa,3372.93
721,Cliente 721,46.0,F,Fortaleza,CE,Casa,3736.6
722,Cliente 722,43.0,M,São Paulo,SP,KITNET,3963.51
723,Cliente 723,27.0,F,Curitiba,PR,Casa,3097.55
724,Cliente 724,43.0,M,Fortaleza,CE,Casa,"3761,81"
725,Cliente 725,79.0,M,Rio de Janeiro,RJ,Casa,1139.56
726,Cliente 726,51.0,F,Curitiba,PR,Casa,3622.02
727,Cliente 727,68.0,F,Rio de janeiro,RJ,Apartamento,4215.22
728,Cliente 728,58.0,,Fortaleza,CE,Casa,2765.24
729,Cliente 729,24.0,F,Belo Horizonte,MG,Casa,3356.79
730,Cliente 730,21.0,F,Fortaleza,CE,Casa,1832.74
731,Cliente 731,75.0,F,Belo Horizonte,MG,Casa,1624.53
732,Cliente 732,70.0,F,Recife,PE,KITNET,3816.22
733,Cliente 733,67.0,M,Belo Horizonte,MG,Casa,2405.66
734,Cliente 734,62.0,M,Porto Alegre,RS,,834.76
735,Cliente 735,28.0,M,São Paulo,SP,Casa,1832.33
736,Cliente 736,46.0,F,Porto Alegre,RS,Casa,2050.43
737,Cliente 737,73.0,M,Rio de janeiro,RJ,KITNET,4661.87
738,Cliente 738,53.0,M,Sao Paulo,SP,Casa,3768.67
739,Cliente 739,42.0,M,Rio de janeiro,RJ,Apartamento,2192.6
740,Cliente 740,38.0,,Salvador,BA,,2618.35
741,Cliente 741,78.0,M,Curitiba,PR,Casa,5468.13
742,Cliente 742,74.0,F,Porto Alegre,RS,Casa,4904.15
743,Cliente 743,53.0,M,Rio de janeiro,RJ,Apartamento,1822.91
744,Cliente 744,27.0,F,Curitiba,PR,Casa,5245.29
745,Cliente 745,,M,Curitiba,PR,Casa,3379.06
746,Cliente 746,26.0,M,Curitiba,PR,Casa,4699.42
747,Cliente 747,41.0,F,São Paulo,SP,Casa,3255.04
748,Cliente 748,52.0,M,Sao Paulo,SP,Apartamento,5278.74
749,Cliente 749,66.0,M,Belo Horizonte,MG,Casa,1760.57
750,Cliente 750,,M,Rio de janeiro,RJ,Casa,3116.82
751,Cliente 751,65.0,M,Salvador,BA,Apartamento,5324.69
752,Cliente 752,53.0,M,Rio de janeiro,RJ,Casa,908.0
753,Cliente 753,35.0,M,Belo Horizonte,MG,Casa,3430.91
754,Cliente 754,66.0,F,Recife,PE,Apartamento,2909.68
755,Cliente 755,56.0,F,Fortaleza,CE,Casa,4526.99
756,Cliente 756,49.0,F,Curitiba,PR,Apartamento,5104.87
757,Cliente 757,41.0,M,Porto Alegre,RS,KITNET,4595.43
758,Cliente 758,40.0,Outro,Porto Alegre,RS,Casa,3861.5
759,Cliente 759,79.0,M,Fortaleza,CE,Apartamento,3560.85
760,Cliente 760,49.0,M,Salvador,BA,Casa,2985.93
761,Cliente 761,54.0,F,Porto Alegre,RS,Casa,3814.96
762,Cliente 762,29.0,M,Fortaleza,CE,KITNET,5689.48
763,Cliente 763,66.0,M,Fortaleza,CE,KITNET,2254.23
764,Cliente 764,72.0,F,Curitiba,PR,Casa,2896.88
765,Cliente 765,30.0,F,Belo Horizonte,MG,Apartamento,3386.74
766,Cliente 766,40.0,F,Belo Horizonte,MG,KITNET,5001.4
767,Cliente 767,42.0,F,Belo Horizonte,MG,,3834.95
768,Cliente 768,52.0,,Rio de janeiro,RJ,Apartamento,4975.22
769,Cliente 769,58.0,M,Sao Paulo,SP,Casa,5051.16
770,Cliente 770,47.0,M,Rio de janeiro,RJ,Casa,4388.06
771,Cliente 771,34.0,M,Fortaleza,CE,,1904.01
772,Cliente 772,66.0,M,Sao Paulo,SP,Casa,5991.64
773,Cliente 773,79.0,M,Porto Alegre,RS,Apartamento,5618.57
774,Cliente 774,37.0,Outro,Rio de Janeiro,RJ,Casa,3595.31
775,Cliente 775,65.0,F,Rio de janeiro,RJ,Casa,1427.34
776,Cliente 776,42.0,F,Rio de janeiro,RJ,Casa,1159.25
777,Cliente 777,39.0,M,Curitiba,PR,,3881.47
778,Cliente 778,30.0,F,Belo Horizonte,MG,Casa,2447.37
779,Cliente 779,76.0,,Recife,PE,Apartamento,924.22
780,Cliente 780,36.0,F,Porto Alegre,RS,Casa,1130.95
781,Cliente 781,66.0,M,Recife,PE,Casa,2795.03
782,Cliente 782,53.0,F,Belo Horizonte,MG,Casa,3792.39
783,Cliente 783,29.0,M,Sao Paulo,SP,Apartamento,28091.0
784,Cliente 784,78.0,M,Rio de janeiro,RJ,Casa,4226.33
785,Cliente 785,58.0,M,Belo Horizonte,MG,Casa,2927.89
786,Cliente 786,36.0,F,Rio de janeiro,RJ,Casa,4069.92
787,Cliente 787,29.0,F,Fortaleza,CE,Casa,3935.85
788,Cliente 788,26.0,M,Rio de Janeiro,RJ,,4609.32
789,Cliente 789,24.0,M,Belo Horizonte,MG,KITNET,3440.09
790,Cliente 790,45.0,F,São Paulo,SP,Casa,5054.3
791,Cliente 791,31.0,M,Porto Alegre,RS,Apartamento,4736.68
792,Cliente 792,48.0,M,Rio de Janeiro,RJ,KITNET,3624.05
793,Cliente 793,69.0,M,Belo Horizonte,MG,Casa,3321.16
794,Cliente 794,36.0,F,São Paulo,SP,Apartamento,4879.62
795,Cliente 795,75.0,M,São Paulo,SP,KITNET,2429.79
