ticket_id,customer_id,data_abertura,data_fechamento,categoria,status,sla_atingido
493,416,2023-09-27,,Tecnico,pendente,sim
494,417,2024-12-06,,Cobranca,pendente,sim
495,417,2023-07-12,2023-07-19,Cobranca,fechado,sim
496,417,2024-05-29,2024-06-08,Tecnico,fechado,
497,418,2024-03-03,,Rede,aberto,sim
498,419,2023-10-02,2023-10-05,Cobranca,fechado,nao
499,419,2023-12-05,2023-12-13,Tecnico,fechado,sim
500,419,2024-10-21,,Rede,aberto,nao
501,420,2025-01-05,2024-11-26,Rede,fechado,sim
502,421,2024-02-09,,Tecnico,pendente,nao
503,422,2023-11-06,2023-11-14,Atendimento,fechado,nao
504,424,2025-01-05,2023-06-11,Tecnico,fechado,nao
505,426,2024-11-30,,Rede,pendente,sim
506,428,2023-01-13,2023-01-25,Rede,fechado,sim
507,428,2024-03-12,2024-03-19,Tecnico,fechado,sim
508,430,2024-04-27,2024-04-30,Atendimento,fechado,sim
509,430,2023-03-15,2023-03-20,Tecnico,fechado,nao
510,432,2024-10-26,2024-10-27,Rede,fechado,nao
511,434,2023-02-06,2023-02-17,Cobranca,fechado,sim
512,435,2024-08-09,,Tecnico,aberto,sim
513,435,2023-05-05,2023-05-16,Cobranca,fechado,nao
514,436,2023-09-29,2023-10-13,Tecnico,fechado,sim
515,438,2024-01-15,2024-01-28,Rede,fechado,sim
516,439,2024-01-14,2024-01-28,Cobranca,fechado,nao
517,439,2024-06-18,,Rede,pendente,
518,442,2024-11-30,,Cobranca,pendente,nao
519,442,2024-05-08,2024-05-15,Rede,fechado,sim
520,443,2023-08-26,2023-09-08,Tecnico,fechado,nao
521,443,2024-09-17,2024-09-29,Atendimento,fechado,sim
522,444,2023-10-11,2023-10-12,Tecnico,fechado,sim
523,445,2023-10-20,2023-10-24,Tecnico,fechado,sim
524,445,2024-06-13,2024-06-24,Cobranca,fechado,sim
525,446,2024-06-02,2024-06-13,Rede,fechado,
526,446,2024-05-27,2024-06-06,Tecnico,fechado,sim
527,447,2024-03-20,2024-03-25,Cobranca,fechado,nao
528,448,2023-07-11,,Rede,pendente,nao
529,450,2023-08-17,2023-08-17,Tecnico,fechado,nao
530,450,2024-07-12,2024-07-25,Atendimento,fechado,sim
531,450,2024-09-23,2024-09-30,Atendimento,fechado,sim
532,451,2024-05-06,2024-05-12,Tecnico,fechado,sim
533,456,2024-12-21,2024-12-31,Tecnico,fechado,sim
534,456,2023-01-09,2023-01-18,Tecnico,fechado,sim
535,457,2024-12-17,2024-12-29,Tecnico,fechado,sim
536,457,2024-03-29,2024-03-29,Tecnico,fechado,nao
537,457,2024-08-06,2024-08-06,Atendimento,fechado,sim
538,458,2024-02-08,,Rede,pendente,sim
539,458,2023-05-31,2023-06-13,Rede,fechado,sim
540,459,2023-11-28,2023-12-04,Rede,fechado,sim
541,460,2023-05-20,2023-06-03,Tecnico,fechado,sim
542,460,2023-09-24,2023-09-24,Cobranca,fechado,sim
543,460,2023-07-01,,Atendimento,pendente,sim
544,460,2024-07-08,2024-07-22,Cobranca,fechado,sim
545,463,2024-11-25,,Cobranca,pendente,nao
546,464,2024-05-13,2024-05-23,Atendimento,fechado,sim
547,466,2024-05-21,2024-05-26,Rede,fechado,
548,466,2024-10-31,2024-11-04,Cobranca,fechado,sim
549,467,2024-02-26,2024-03-04,Rede,fechado,sim
550,470,2024-08-10,2024-08-18,Tecnico,fechado,sim
551,471,2023-01-02,2023-01-04,Atendimento,fechado,
552,471,2023-01-21,2023-01-23,Cobranca,fechado,nao
553,472,2024-08-17,2024-08-29,Tecnico,fechado,nao
554,472,2024-11-20,,Tecnico,pendente,sim
555,472,2024-05-10,2024-05-22,Atendimento,fechado,sim
556,472,2024-02-23,2024-03-08,Cobranca,fechado,nao
557,473,2024-10-10,,Tecnico,aberto,sim
558,473,2023-07-18,2023-07-18,Tecnico,fechado,sim
559,474,2024-10-09,2024-10-18,Tecnico,fechado,sim
560,475,2023-09-22,2023-10-03,Rede,fechado,sim
561,475,2024-08-13,2024-08-15,Tecnico,fechado,sim
562,476,2023-02-22,,Atendimento,pendente,sim
563,476,2023-10-26,2023-11-07,Tecnico,fechado,nao
564,476,2024-07-28,2024-08-06,Cobranca,fechado,nao
565,476,2024-10-22,2024-10-25,Rede,fechado,sim
566,477,2024-01-26,2024-02-03,Cobranca,fechado,sim
567,477,2023-09-26,,Tecnico,pendente,sim
568,477,2024-03-30,2024-04-09,Tecnico,fechado,sim
569,477,2023-10-13,2023-10-15,Cobranca,fechado,nao
570,478,2024-10-09,2024-10-13,Rede,fechado,sim
571,479,2023-02-13,2023-02-26,Rede,fechado,nao
572,481,2023-04-06,2023-04-19,Atendimento,fechado,nao
573,481,2024-11-15,,Tecnico,aberto,sim
574,482,2024-04-06,,Atendimento,pendente,sim
575,482,2023-04-21,,Tecnico,pendente,nao
576,482,2024-11-30,2024-12-10,Rede,fechado,nao
577,483,2023-12-28,2024-01-05,Rede,fechado,sim
578,483,2024-09-09,,Tecnico,pendente,sim
579,484,2024-03-20,2024-03-29,Cobranca,fechado,nao
580,485,2023-01-20,2023-02-02,Cobranca,fechado,sim
581,486,2023-08-15,2023-08-22,Tecnico,fechado,nao
582,487,2023-07-13,2023-07-26,Cobranca,fechado,sim
583,487,2023-03-18,2023-03-24,Tecnico,fechado,nao
584,487,2023-12-18,2023-12-26,Atendimento,fechado,nao
585,489,2024-10-17,2024-10-28,Cobranca,fechado,sim
586,489,2023-08-07,2023-08-08,Atendimento,fechado,sim
587,491,2024-04-07,2024-04-10,Rede,fechado,sim
588,492,2023-03-10,2023-03-12,Tecnico,fechado,sim
589,493,2025-01-05,,Cobranca,aberto,nao
590,493,2023-03-09,2023-03-18,Rede,fechado,
591,494,2023-04-01,2023-04-13,Rede,fechado,sim
592,496,2024-10-06,2024-10-06,Cobranca,fechado,sim
593,497,2023-05-09,,Atendimento,aberto,nao
594,497,2024-04-11,2024-04-20,Tecnico,fechado,
595,500,2024-05-15,2024-05-17,Rede,fechado,sim
596,500,2024-01-14,,Cobranca,aberto,sim
597,500,2024-07-19,2024-07-21,Cobranca,fechado,nao
598,501,2024-06-08,2024-06-14,Atendimento,fechado,nao
599,502,2024-05-18,2024-05-23,Atendimento,fechado,sim
600,503,2024-04-02,2024-04-06,Tecnico,fechado,sim
601,503,2023-01-16,2023-01-23,Tecnico,fechado,nao
602,504,2024-06-03,,Rede,pendente,nao
603,504,2023-07-05,,Atendimento,aberto,sim
604,504,2024-04-28,2024-05-04,Rede,fechado,nao
605,505,2024-05-06,2024-05-11,Rede,fechado,nao
606,505,2024-03-19,,Rede,pendente,sim
607,505,2024-01-28,2024-02-08,Atendimento,fechado,nao
608,505,2023-11-22,,Cobranca,pendente,sim
609,506,2023-02-20,2023-02-21,Cobranca,fechado,sim
610,506,2023-09-19,2023-10-01,Atendimento,fechado,
611,506,2024-11-04,2024-11-07,Rede,fechado,sim
612,507,2023-01-26,,Rede,aberto,sim
613,507,2024-05-28,2024-06-11,Cobranca,fechado,nao
614,507,2024-10-02,2024-10-08,Atendimento,fechado,sim
615,507,2024-11-18,,Rede,aberto,sim
616,509,2024-03-18,,Rede,aberto,nao
617,509,2024-10-22,2024-10-29,Tecnico,fechado,sim
618,511,2023-10-16,2023-10-30,Tecnico,fechado,sim
619,511,2024-11-30,,Atendimento,pendente,sim
620,512,2024-12-25,2024-12-26,Tecnico,fechado,sim
621,513,2023-08-31,2023-09-08,Rede,fechado,sim
622,513,2023-03-16,,Cobranca,pendente,sim
623,516,2023-01-31,2023-02-12,Tecnico,fechado,nao
624,517,2023-09-22,2023-09-28,Cobranca,fechado,sim
625,517,2024-10-23,2024-10-24,Cobranca,fechado,
626,518,2023-09-17,2023-09-24,Atendimento,fechado,sim
627,521,2023-09-15,2023-09-21,Tecnico,fechado,nao
628,521,2023-11-12,2023-11-22,Tecnico,fechado,nao
629,522,2024-04-24,2024-05-06,Cobranca,fechado,
630,524,2024-11-17,,Rede,pendente,sim
631,525,2024-11-07,2024-11-19,Tecnico,fechado,nao
632,526,2023-05-19,2023-05-19,Atendimento,fechado,sim
633,527,2024-03-18,2024-03-18,Atendimento,fechado,nao
634,528,2023-08-22,2023-08-27,Cobranca,fechado,sim
635,529,2024-12-23,2025-01-01,Cobranca,fechado,sim
636,529,2023-01-08,2023-01-15,Cobranca,fechado,nao
637,529,2024-06-12,2024-06-13,Cobranca,fechado,nao
638,530,2025-01-05,2024-07-25,Tecnico,fechado,sim
639,530,2023-05-20,2023-05-28,Cobranca,fechado,nao
640,531,2023-05-07,2023-05-13,Rede,fechado,nao
641,531,2024-12-31,2025-01-11,Rede,fechado,nao
642,531,2024-05-21,2024-05-25,Rede,fechado,sim
643,533,2024-04-06,2024-04-08,Atendimento,fechado,nao
644,534,2023-09-02,,Rede,aberto,
645,535,2024-05-03,2024-05-06,Rede,fechado,sim
646,535,2023-08-08,,Atendimento,pendente,
647,535,2023-08-05,,Atendimento,pendente,sim
648,535,2024-08-06,2024-08-06,Rede,fechado,nao
649,536,2023-04-29,2023-05-04,Rede,fechado,nao
650,536,2023-06-06,2023-06-06,Rede,fechado,sim
651,537,2024-12-06,2024-12-20,Rede,fechado,sim
652,539,2023-11-25,2023-12-04,Tecnico,fechado,sim
653,540,2023-04-17,,Atendimento,pendente,
654,540,2024-03-16,2024-03-16,Rede,fechado,nao
655,540,2024-06-08,2024-06-11,Tecnico,fechado,sim
656,544,2023-10-17,2023-10-26,Atendimento,fechado,sim
657,544,2023-06-14,2023-06-22,Cobranca,fechado,nao
658,545,2024-11-08,,Tecnico,pendente,nao
659,545,2023-07-26,2023-08-05,Tecnico,fechado,
660,550,2023-08-08,,Cobranca,pendente,nao
661,551,2024-04-07,2024-04-16,Tecnico,fechado,sim
662,556,2023-01-05,2023-01-05,Rede,fechado,sim
663,557,2024-05-21,2024-06-03,Atendimento,fechado,nao
664,561,2023-04-24,,Cobranca,pendente,sim
665,561,2024-10-20,,Cobranca,aberto,sim
666,562,2024-06-19,,Tecnico,aberto,nao
667,565,2024-12-20,,Tecnico,aberto,sim
668,566,2024-07-03,2024-07-03,Atendimento,fechado,sim
669,569,2023-03-08,2023-03-21,Tecnico,fechado,sim
670,569,2024-05-30,2024-06-08,Cobranca,fechado,nao
671,569,2024-02-07,2024-02-20,Atendimento,fechado,nao
672,570,2023-08-24,,Rede,pendente,nao
673,570,2023-01-22,2023-02-03,Rede,fechado,sim
674,571,2024-11-06,,Tecnico,pendente,sim
675,573,2023-03-15,,Rede,pendente,sim
676,573,2023-12-09,2023-12-10,Cobranca,fechado,sim
677,573,2024-07-14,2024-07-28,Rede,fechado,sim
678,573,2023-12-13,2023-12-25,Atendimento,fechado,sim
679,574,2023-10-07,2023-10-10,Atendimento,fechado,nao
680,574,2023-12-07,,Atendimento,pendente,sim
681,575,2024-08-30,2024-09-07,Atendimento,fechado,sim
682,575,2024-05-02,2024-05-13,Cobranca,fechado,nao
683,575,2024-07-05,2024-07-16,Atendimento,fechado,sim
684,577,2023-01-30,2023-02-11,Rede,fechado,sim
685,577,2025-01-05,,Atendimento,aberto,
686,578,2024-06-13,2024-06-20,Cobranca,fechado,nao
687,579,2023-11-06,,Cobranca,pendente,sim
688,580,2024-01-30,2024-02-05,Cobranca,fechado,nao
689,581,2024-02-02,,Atendimento,aberto,sim
690,582,2024-03-21,,Cobranca,aberto,nao
691,583,2024-03-17,,Tecnico,pendente,sim
692,583,2024-04-17,2024-04-24,Atendimento,fechado,
693,584,2023-06-09,,Cobranca,pendente,sim
694,584,2025-01-05,,Tecnico,aberto,nao
695,585,2023-06-13,,Rede,aberto,sim
696,586,2024-12-26,2025-01-03,Cobranca,fechado,
697,586,2024-05-06,,Tecnico,aberto,nao
698,588,2024-10-03,2024-10-13,Cobranca,fechado,
699,591,2023-01-09,,Tecnico,aberto,
700,592,2024-06-19,2024-06-27,Atendimento,fechado,sim
701,592,2023-10-20,2023-11-03,Atendimento,fechado,sim
702,593,2024-07-17,2024-07-27,Rede,fechado,nao
703,593,2023-12-28,,Rede,pendente,sim
704,594,2023-07-26,,Atendimento,pendente,nao
705,594,2024-02-14,2024-02-25,Tecnico,fechado,sim
706,595,2023-06-07,2023-06-10,Atendimento,fechado,sim
707,595,2024-05-12,,Tecnico,pendente,sim
708,595,2024-08-23,2024-08-30,Rede,fechado,sim
709,596,2025-01-05,,Cobranca,pendente,sim
710,596,2025-01-05,2024-07-21,Atendimento,fechado,sim
711,596,2023-12-16,,Rede,pendente,sim
712,599,2023-08-14,2023-08-27,Cobranca,fechado,sim
713,599,2024-09-12,2024-09-25,Tecnico,fechado,sim
714,600,2023-07-10,2023-07-19,Tecnico,fechado,nao
715,600,2024-01-23,,Cobranca,pendente,sim
716,601,2024-09-06,2024-09-14,Atendimento,fechado,sim
717,602,2024-04-24,2024-05-06,Tecnico,fechado,sim
718,602,2024-04-30,2024-04-30,Atendimento,fechado,nao
719,602,2024-05-28,2024-06-02,Rede,fechado,
720,603,2023-12-26,2024-01-04,Cobranca,fechado,sim
721,603,2023-11-03,2023-11-05,Rede,fechado,
722,604,2023-11-28,2023-12-01,Rede,fechado,sim
723,604,2024-10-03,2024-10-08,Cobranca,fechado,
724,605,2024-01-15,2024-01-22,Rede,fechado,sim
725,605,2023-12-03,,Atendimento,aberto,nao
726,606,2024-12-15,,Tecnico,aberto,nao
727,607,2023-09-25,2023-09-30,Atendimento,fechado,sim
728,607,2023-02-02,2023-02-13,Atendimento,fechado,sim
729,608,2024-03-26,2024-03-30,Rede,fechado,sim
730,608,2024-12-07,2024-12-12,Atendimento,fechado,nao
731,609,2024-07-16,,Atendimento,aberto,
732,609,2024-11-11,2024-11-16,Tecnico,fechado,sim
733,609,2024-09-07,2024-09-15,Cobranca,fechado,sim
734,612,2023-05-25,2023-05-26,Tecnico,fechado,nao
735,612,2023-06-07,2023-06-12,Tecnico,fechado,sim
736,613,2024-06-14,2024-06-28,Rede,fechado,sim
737,614,2024-06-09,,Rede,pendente,sim
738,615,2024-03-12,2024-03-21,Tecnico,fechado,sim
739,616,2024-07-22,,Atendimento,aberto,sim
740,616,2023-08-02,2023-08-13,Cobranca,fechado,sim
741,616,2024-02-28,2024-03-05,Atendimento,fechado,nao
742,616,2023-02-20,2023-02-26,Tecnico,fechado,sim
743,616,2024-08-08,,Tecnico,aberto,nao
744,617,2024-12-23,2024-12-26,Atendimento,fechado,sim
745,617,2024-07-02,,Atendimento,aberto,sim
746,618,2024-10-20,2024-10-23,Tecnico,fechado,sim
747,619,2023-04-05,,Atendimento,pendente,sim
748,620,2024-11-14,2024-11-27,Cobranca,fechado,sim
749,622,2023-11-04,2023-11-14,Tecnico,fechado,sim
750,623,2023-12-12,,Cobranca,pendente,sim
751,625,2024-06-30,2024-07-11,Cobranca,fechado,nao
752,626,2024-02-12,2024-02-15,Tecnico,fechado,sim
753,626,2024-04-20,,Atendimento,aberto,sim
754,627,2023-06-19,2023-06-23,Atendimento,fechado,
755,628,2024-03-14,2024-03-24,Atendimento,fechado,nao
756,629,2023-12-13,,Tecnico,aberto,
757,629,2023-05-11,2023-05-13,Rede,fechado,sim
758,631,2024-03-12,2024-03-15,Tecnico,fechado,sim
759,631,2024-01-02,,Cobranca,pendente,sim
760,632,2024-09-29,2024-09-29,Rede,fechado,nao
761,632,2024-12-07,,Tecnico,pendente,sim
762,632,2023-06-27,,Atendimento,aberto,
763,634,2023-08-02,2023-08-11,Tecnico,fechado,sim
764,634,2024-10-06,2024-10-19,Tecnico,fechado,nao
765,635,2023-10-25,2023-11-06,Rede,fechado,sim
766,635,2024-06-27,2024-07-07,Cobranca,fechado,nao
767,635,2024-09-10,2024-09-14,Cobranca,fechado,sim
768,638,2024-08-10,,Cobranca,pendente,
769,640,2024-01-05,,Cobranca,pendente,sim
770,641,2024-07-17,2024-07-17,Rede,fechado,sim
771,642,2024-02-04,2024-02-13,Atendimento,fechado,sim
772,642,2024-12-29,2025-01-06,Cobranca,fechado,nao
773,642,2024-09-04,,Atendimento,pendente,sim
774,642,2024-02-23,2024-03-03,Atendimento,fechado,sim
775,644,2023-10-15,2023-10-18,Rede,fechado,sim
776,644,2023-02-25,2023-03-10,Rede,fechado,nao
777,644,2024-03-11,2024-03-16,Cobranca,fechado,nao
778,644,2023-01-19,2023-01-19,Rede,fechado,sim
779,645,2023-08-05,,Atendimento,pendente,sim
780,646,2023-11-22,2023-11-22,Tecnico,fechado,sim
781,646,2023-12-11,2023-12-21,Rede,fechado,nao
782,646,2023-04-28,,Atendimento,aberto,sim
783,646,2023-01-07,,Tecnico,aberto,sim
784,648,2024-02-15,,Rede,aberto,sim
785,649,2023-01-23,,Cobranca,pendente,nao
786,652,2024-05-23,,Atendimento,pendente,nao
787,652,2024-11-18,2024-11-28,Tecnico,fechado,
788,654,2025-01-05,2024-06-22,Atendimento,fechado,nao
789,654,2024-08-03,,Cobranca,pendente,sim
790,655,2023-11-02,2023-11-14,Rede,fechado,sim
791,656,2023-07-02,2023-07-12,Tecnico,fechado,
792,657,2023-06-26,2023-07-08,Cobranca,fechado,sim
793,658,2023-01-28,2023-02-06,Rede,fechado,sim
794,658,2023-07-24,2023-07-30,Tecnico,fechado,sim
795,658,2023-04-03,2023-04-07,Tecnico,fechado,sim
796,659,2024-07-19,2024-07-20,Cobranca,fechado,sim
797,660,2023-07-29,2023-08-07,Tecnico,fechado,sim
798,660,2023-04-08,,Atendimento,pendente,nao
799,661,2023-09-13,2023-09-27,Atendimento,fechado,nao
800,662,2024-08-06,2024-08-18,Rede,fechado,sim
801,663,2024-08-30,,Rede,pendente,sim
802,664,2023-06-24,,Tecnico,pendente,sim
803,666,2024-06-19,,Cobranca,aberto,nao
804,666,2024-10-21,,Tecnico,aberto,sim
805,668,2024-04-25,2024-05-06,Atendimento,fechado,
806,669,2023-11-16,2023-11-16,Atendimento,fechado,sim
807,670,2024-06-23,2024-06-28,Atendimento,fechado,sim
808,670,2023-04-14,2023-04-27,Cobranca,fechado,sim
809,670,2024-08-17,2024-08-19,Atendimento,fechado,nao
810,670,2024-11-20,2024-12-03,Atendimento,fechado,sim
811,671,2024-02-19,2024-03-04,Tecnico,fechado,sim
812,672,2023-05-19,2023-05-22,Atendimento,fechado,sim
813,672,2024-06-27,2024-07-08,Tecnico,fechado,sim
814,674,2023-11-09,2023-11-13,Atendimento,fechado,sim
815,675,2023-11-12,2023-11-22,Atendimento,fechado,nao
816,675,2024-08-29,2024-09-10,Rede,fechado,nao
817,678,2024-09-03,2024-09-08,Tecnico,fechado,nao
818,679,2023-09-10,2023-09-12,Rede,fechado,nao
819,680,2023-09-16,,Tecnico,aberto,sim
820,682,2024-03-29,2024-04-08,Tecnico,fechado,sim
821,682,2023-07-20,2023-07-20,Cobranca,fechado,sim
822,683,2023-07-30,2023-08-02,Rede,fechado,sim
823,683,2023-02-16,,Tecnico,pendente,sim
824,685,2024-05-01,2024-05-02,Rede,fechado,nao
825,687,2024-05-26,2024-06-02,Atendimento,fechado,sim
826,688,2023-10-28,2023-10-31,Tecnico,fechado,nao
827,688,2023-08-28,2023-08-29,Atendimento,fechado,nao
828,688,2024-10-27,2024-11-01,Atendimento,fechado,nao
829,691,2024-04-08,2024-04-21,Rede,fechado,sim
830,691,2023-04-22,2023-04-25,Cobranca,fechado,sim
831,691,2023-03-02,,Tecnico,aberto,sim
832,692,2023-11-16,2023-11-17,Cobranca,fechado,sim
833,692,2024-04-15,2024-04-29,Atendimento,fechado,
834,693,2024-09-20,2024-09-26,Tecnico,fechado,nao
835,693,2023-01-01,2023-01-05,Tecnico,fechado,sim
836,694,2023-10-31,2023-11-10,Rede,fechado,sim
837,695,2024-09-06,2024-09-08,Cobranca,fechado,nao
838,696,2024-07-19,2024-07-19,Cobranca,fechado,sim
839,697,2023-07-07,2023-07-17,Rede,fechado,
840,697,2023-04-01,2023-04-05,Tecnico,fechado,sim
841,697,2023-03-13,,Atendimento,aberto,sim
842,698,2023-12-31,2024-01-09,Cobranca,fechado,sim
843,699,2023-05-25,2023-05-30,Cobranca,fechado,nao
844,700,2024-12-09,,Atendimento,pendente,nao
845,700,2023-01-24,2023-01-25,Rede,fechado,sim
846,702,2023-02-01,,Tecnico,aberto,sim
847,702,2024-02-25,,Atendimento,aberto,nao
848,703,2023-04-13,2023-04-18,Atendimento,fechado,sim
849,703,2023-12-24,2023-12-24,Tecnico,fechado,sim
850,703,2023-02-16,2023-02-26,Atendimento,fechado,sim
851,704,2024-12-01,,Tecnico,pendente,sim
852,706,2024-10-29,2024-11-08,Rede,fechado,sim
853,708,2023-05-15,2023-05-20,Tecnico,fechado,sim
854,711,2023-01-24,2023-01-26,Tecnico,fechado,nao
855,711,2023-03-03,2023-03-10,Rede,fechado,nao
856,712,2024-11-18,2024-11-30,Cobranca,fechado,
857,713,2023-04-29,2023-05-10,Atendimento,fechado,nao
858,714,2023-10-22,2023-10-30,Atendimento,fechado,sim
859,715,2023-11-12,,Rede,aberto,sim
860,715,2023-07-09,2023-07-09,Atendimento,fechado,sim
861,716,2023-06-10,2023-06-22,Cobranca,fechado,sim
862,716,2024-10-09,2024-10-20,Atendimento,fechado,nao
863,716,2024-03-23,2024-03-29,Tecnico,fechado,sim
864,719,2023-01-19,2023-01-20,Rede,fechado,sim
865,720,2023-07-19,,Rede,pendente,nao
866,721,2023-10-04,2023-10-09,Atendimento,fechado,nao
867,722,2023-08-12,2023-08-15,Cobranca,fechado,sim
868,722,2023-07-20,2023-07-29,Cobranca,fechado,sim
869,723,2023-04-21,2023-05-03,Atendimento,fechado,nao
870,723,2023-09-02,2023-09-13,Tecnico,fechado,nao
871,724,2024-04-05,2024-04-05,Atendimento,fechado,sim
872,724,2023-04-29,2023-04-30,Atendimento,fechado,sim
873,725,2024-10-04,2024-10-11,Atendimento,fechado,sim
874,726,2023-11-09,2023-11-21,Cobranca,fechado,nao
875,728,2023-07-06,2023-07-13,Tecnico,fechado,sim
876,728,2023-12-26,2024-01-06,Tecnico,fechado,sim
877,728,2024-09-13,,Tecnico,pendente,nao
878,728,2024-12-22,2024-12-24,Rede,fechado,
879,729,2023-11-02,2023-11-07,Cobranca,fechado,nao
880,730,2024-09-20,2024-10-02,Cobranca,fechado,
881,734,2024-01-28,,Rede,pendente,sim
882,735,2024-11-15,,Atendimento,pendente,sim
883,735,2024-05-06,2024-05-19,Rede,fechado,sim
884,737,2024-05-11,,Tecnico,aberto,nao
885,738,2023-09-13,,Cobranca,aberto,nao
886,739,2023-11-14,2023-11-25,Rede,fechado,sim
887,741,2023-09-08,2023-09-18,Cobranca,fechado,nao
888,741,2023-02-28,,Cobranca,aberto,nao
889,742,2024-09-14,2024-09-23,Tecnico,fechado,nao
890,743,2023-01-31,2023-02-09,Tecnico,fechado,sim
891,743,2023-02-03,2023-02-04,Atendimento,fechado,
892,744,2024-12-04,2024-12-10,Rede,fechado,sim
893,745,2023-07-24,,Rede,pendente,sim
894,748,2024-08-05,2024-08-10,Atendimento,fechado,sim
895,748,2024-01-29,2024-02-01,Cobranca,fechado,sim
896,748,2025-01-05,2024-04-02,Rede,fechado,
897,748,2024-06-12,2024-06-15,Atendimento,fechado,
898,749,2023-01-12,2023-01-18,Rede,fechado,nao
899,750,2024-01-25,,Rede,pendente,nao
900,750,2024-07-11,2024-07-20,Tecnico,fechado,sim
901,751,2024-11-19,2024-12-03,Cobranca,fechado,
902,751,2023-05-25,2023-06-06,Atendimento,fechado,nao
903,751,2024-10-17,2024-10-19,Atendimento,fechado,sim
904,752,2023-05-19,2023-05-22,Cobranca,fechado,
905,753,2024-08-12,2024-08-14,Tecnico,fechado,sim
906,754,2023-06-27,2023-06-28,Rede,fechado,sim
907,754,2023-09-18,2023-10-02,Cobranca,fechado,nao
908,756,2023-08-26,2023-08-26,Atendimento,fechado,nao
909,756,2024-01-06,2024-01-11,Rede,fechado,sim
910,757,2024-06-13,2024-06-27,Rede,fechado,sim
911,757,2024-06-21,2024-06-23,Atendimento,fechado,sim
912,758,2023-11-28,2023-12-11,Atendimento,fechado,nao
913,759,2024-03-09,2024-03-18,Rede,fechado,nao
914,760,2024-12-27,2025-01-05,Atendimento,fechado,sim
915,760,2024-03-30,2024-03-30,Atendimento,fechado,nao
916,760,2023-10-22,2023-10-23,Cobranca,fechado,sim
917,761,2023-12-19,2023-12-25,Atendimento,fechado,nao
918,761,2023-07-17,2023-07-31,Atendimento,fechado,
919,761,2023-05-14,2023-05-26,Atendimento,fechado,sim
920,761,2024-06-26,,Atendimento,aberto,sim
921,762,2024-03-15,,Rede,pendente,sim
922,762,2023-09-22,2023-09-25,Tecnico,fechado,nao
923,762,2023-01-24,,Rede,aberto,nao
924,764,2024-09-14,2024-09-18,Rede,fechado,sim
925,764,2023-11-21,2023-11-21,Tecnico,fechado,nao
926,764,2023-11-12,2023-11-21,Cobranca,fechado,nao
927,765,2024-05-29,2024-06-05,Atendimento,fechado,sim
928,765,2024-03-09,2024-03-21,Atendimento,fechado,nao
929,766,2023-02-14,2023-02-14,Rede,fechado,sim
930,767,2023-02-24,,Tecnico,aberto,sim
931,767,2023-07-13,,Tecnico,pendente,sim
932,768,2024-03-03,2024-03-08,Atendimento,fechado,sim
933,768,2024-05-01,2024-05-06,Atendimento,fechado,
934,769,2023-09-07,,Cobranca,pendente,sim
935,770,2024-02-25,2024-03-06,Cobranca,fechado,nao
936,772,2023-06-27,2023-07-04,Atendimento,fechado,
937,774,2023-07-02,2023-07-05,Cobranca,fechado,sim
938,776,2024-12-27,,Rede,pendente,sim
939,776,2024-07-27,2024-08-04,Cobranca,fechado,sim
940,777,2023-04-28,2023-05-11,Atendimento,fechado,nao
941,777,2023-01-24,,Rede,aberto,sim
942,777,2023-06-23,,Atendimento,aberto,sim
943,778,2023-04-14,2023-04-18,Rede,fechado,sim
944,781,2024-11-08,,Atendimento,pendente,sim
945,783,2024-03-17,2024-03-18,Rede,fechado,sim
946,784,2025-01-05,2023-04-23,Cobranca,fechado,nao
947,784,2024-05-27,2024-06-08,Rede,fechado,sim
948,785,2024-06-26,,Atendimento,aberto,sim
949,785,2024-02-06,2024-02-18,Tecnico,fechado,
950,787,2023-12-03,2023-12-05,Atendimento,fechado,nao
951,787,2023-06-01,2023-06-15,Tecnico,fechado,
952,788,2023-04-05,,Atendimento,pendente,sim
953,788,2023-11-18,2023-11-23,Atendimento,fechado,sim
954,789,2023-01-15,2023-01-19,Rede,fechado,nao
955,790,2024-04-09,,Rede,aberto,sim
956,791,2023-06-07,2023-06-20,Cobranca,fechado,sim
957,792,2024-04-20,2024-04-26,Cobranca,fechado,sim
958,793,2024-01-06,2024-01-08,Tecnico,fechado,
959,793,2024-02-08,2024-02-15,Cobranca,fechado,nao
960,794,2024-10-20,,Atendimento,aberto,
961,795,2023-07-22,,Rede,pendente,sim
962,795,2024-10-25,,Rede,pendente,nao
963,798,2024-03-29,,Cobranca,aberto,sim
964,799,2023-12-24,2024-01-01,Tecnico,fechado,nao
965,800,2023-09-29,2023-10-09,Atendimento,fechado,sim
966,800,2024-12-16,,Atendimento,aberto,sim
967,800,2023-07-11,2023-07-21,Atendimento,fechado,sim
968,801,2023-11-17,2023-12-01,Tecnico,fechado,nao
969,801,2024-07-31,2024-08-06,Tecnico,fechado,sim
970,801,2024-04-17,2024-05-01,Cobranca,fechado,sim
971,802,2023-03-11,2023-03-25,Atendimento,fechado,nao
972,803,2024-05-12,2024-05-13,Atendimento,fechado,sim
973,805,2024-04-21,2024-04-26,Cobranca,fechado,sim
974,808,2024-08-29,2024-08-30,Atendimento,fechado,nao
975,809,2023-07-08,2023-07-15,Tecnico,fechado,nao
976,809,2023-11-07,,Atendimento,pendente,nao
977,810,2023-08-09,,Cobranca,pendente,sim
978,811,2023-04-20,2023-04-29,Tecnico,fechado,sim
