contrato_id;customer_id;plano_id;uf;data_inicio;data_cancelamento;status_churn;data_referencia;tempo_de_casa_dias;tempo_de_casa_meses;inicio_janela_90d;fim_janela_90d
696;696;2;BA;2022-04-26;;ativo;2024-12-31;980;32;2024-10-02;2024-12-31
697;697;4;CE;2022-01-24;;ativo;2024-12-31;1072;35;2024-10-02;2024-12-31
698;698;4;PR;2023-06-22;;ativo;2024-12-31;558;18;2024-10-02;2024-12-31
699;699;2;RJ;2022-04-11;;ativo;2024-12-31;995;33;2024-10-02;2024-12-31
700;700;2;BA;2023-08-07;;ativo;2024-12-31;512;17;2024-10-02;2024-12-31
701;701;1;RJ;2023-01-29;;ativo;2024-12-31;702;23;2024-10-02;2024-12-31
702;702;1;RS;2023-03-14;2023-07-08;cancelou;2023-07-08;116;3;2023-04-09;2023-07-08
703;703;3;MG;2022-07-16;2022-12-10;cancelou;2022-12-10;147;4;2022-09-11;2022-12-10
704;704;1;PE;2024-06-02;;ativo;2024-12-31;212;7;2024-10-02;2024-12-31
705;705;2;RS;2022-08-22;;ativo;2024-12-31;862;28;2024-10-02;2024-12-31
706;706;2;PR;2023-01-27;;ativo;2024-12-31;704;23;2024-10-02;2024-12-31
707;707;1;PR;2024-03-22;;ativo;2024-12-31;284;9;2024-10-02;2024-12-31
708;708;3;BA;2023-08-17;;ativo;2024-12-31;502;16;2024-10-02;2024-12-31
709;709;2;PE;2023-07-29;;ativo;2024-12-31;521;17;2024-10-02;2024-12-31
710;710;2;MG;2023-07-26;;ativo;2024-12-31;524;17;2024-10-02;2024-12-31
711;711;3;CE;2024-03-23;;ativo;2024-12-31;283;9;2024-10-02;2024-12-31
712;712;1;RJ;2023-06-27;;ativo;2024-12-31;553;18;2024-10-02;2024-12-31
713;713;1;SP;2023-05-30;2024-08-28;cancelou;2024-08-28;456;15;2024-05-30;2024-08-28
714;714;2;MG;2022-01-22;;ativo;2024-12-31;1074;35;2024-10-02;2024-12-31
715;715;3;PR;2022-05-10;;ativo;2024-12-31;966;32;2024-10-02;2024-12-31
716;716;3;RJ;2024-04-24;;ativo;2024-12-31;251;8;2024-10-02;2024-12-31
717;717;2;PR;2024-06-14;;ativo;2024-12-31;200;6;2024-10-02;2024-12-31
718;718;3;PE;2024-02-05;2024-07-06;cancelou;2024-07-06;152;5;2024-04-07;2024-07-06
719;719;2;PE;2023-07-25;;ativo;2024-12-31;525;17;2024-10-02;2024-12-31
720;720;3;BA;2023-12-12;;ativo;2024-12-31;385;12;2024-10-02;2024-12-31
721;721;3;CE;2024-04-30;;ativo;2024-12-31;245;8;2024-10-02;2024-12-31
722;722;1;SP;2023-09-20;;ativo;2024-12-31;468;15;2024-10-02;2024-12-31
723;723;2;PR;2022-09-13;;ativo;2024-12-31;840;28;2024-10-02;2024-12-31
724;724;2;CE;2022-11-10;2024-09-17;cancelou;2024-09-17;677;22;2024-06-19;2024-09-17
725;725;1;RJ;2022-09-15;;ativo;2024-12-31;838;27;2024-10-02;2024-12-31
726;726;1;PR;2022-01-24;2023-07-08;cancelou;2023-07-08;530;17;2023-04-09;2023-07-08
727;727;3;RJ;2023-02-11;;ativo;2024-12-31;689;22;2024-10-02;2024-12-31
728;728;1;CE;2023-01-19;;ativo;2024-12-31;712;23;2024-10-02;2024-12-31
729;729;2;MG;2022-10-30;2023-08-21;cancelou;2023-08-21;295;9;2023-05-23;2023-08-21
730;730;2;CE;2023-06-20;2024-04-07;cancelou;2024-04-07;292;9;2024-01-08;2024-04-07
731;731;1;MG;2024-01-25;;ativo;2024-12-31;341;11;2024-10-02;2024-12-31
732;732;3;PE;2023-07-20;;ativo;2024-12-31;530;17;2024-10-02;2024-12-31
733;733;1;MG;2023-07-07;;ativo;2024-12-31;543;18;2024-10-02;2024-12-31
734;734;2;RS;2022-04-11;;ativo;2024-12-31;995;33;2024-10-02;2024-12-31
735;735;4;SP;2024-06-23;;ativo;2024-12-31;191;6;2024-10-02;2024-12-31
736;736;2;RS;2022-05-03;;ativo;2024-12-31;973;32;2024-10-02;2024-12-31
737;737;2;RJ;2023-02-11;;ativo;2024-12-31;689;22;2024-10-02;2024-12-31
738;738;2;SP;2022-08-22;2023-06-18;cancelou;2023-06-18;300;10;2023-03-20;2023-06-18
739;739;2;RJ;2023-04-12;;ativo;2024-12-31;629;20;2024-10-02;2024-12-31
740;740;4;BA;2023-08-28;;ativo;2024-12-31;491;16;2024-10-02;2024-12-31
741;741;3;PR;2023-09-29;;ativo;2024-12-31;459;15;2024-10-02;2024-12-31
742;742;2;RS;2023-10-23;;ativo;2024-12-31;435;14;2024-10-02;2024-12-31
743;743;2;RJ;2023-08-22;;ativo;2024-12-31;497;16;2024-10-02;2024-12-31
744;744;1;PR;2022-03-30;;ativo;2024-12-31;1007;33;2024-10-02;2024-12-31
745;745;1;PR;2023-06-08;2024-12-31;cancelou;2024-12-31;572;19;2024-10-02;2024-12-31
746;746;3;PR;2024-01-15;;ativo;2024-12-31;351;11;2024-10-02;2024-12-31
747;747;2;SP;2023-09-15;;ativo;2024-12-31;473;15;2024-10-02;2024-12-31
748;748;1;SP;2024-01-26;;ativo;2024-12-31;340;11;2024-10-02;2024-12-31
749;749;1;MG;2024-04-07;;ativo;2024-12-31;268;8;2024-10-02;2024-12-31
750;750;2;RJ;2024-05-30;;ativo;2024-12-31;215;7;2024-10-02;2024-12-31
751;751;2;BA;2023-03-12;;ativo;2024-12-31;660;22;2024-10-02;2024-12-31
752;752;1;RJ;2022-12-31;2023-10-21;cancelou;2023-10-21;294;9;2023-07-23;2023-10-21
753;753;2;MG;2022-02-18;2022-09-18;cancelou;2022-09-18;212;7;2022-06-20;2022-09-18
754;754;2;PE;2024-06-16;;ativo;2024-12-31;198;6;2024-10-02;2024-12-31
755;755;3;CE;2022-07-08;;ativo;2024-12-31;907;30;2024-10-02;2024-12-31
756;756;4;PR;2022-01-30;;ativo;2024-12-31;1066;35;2024-10-02;2024-12-31
757;757;3;RS;2023-05-18;;ativo;2024-12-31;593;19;2024-10-02;2024-12-31
758;758;1;RS;2022-01-01;2022-04-04;cancelou;2022-04-04;93;3;2022-01-04;2022-04-04
759;759;2;CE;2022-09-19;2023-06-09;cancelou;2023-06-09;263;8;2023-03-11;2023-06-09
760;760;2;BA;2023-08-26;;ativo;2024-12-31;493;16;2024-10-02;2024-12-31
761;761;1;RS;2024-03-18;;ativo;2024-12-31;288;9;2024-10-02;2024-12-31
762;762;3;CE;2023-09-20;;ativo;2024-12-31;468;15;2024-10-02;2024-12-31
763;763;1;CE;2023-08-29;;ativo;2024-12-31;490;16;2024-10-02;2024-12-31
764;764;1;PR;2023-07-31;2024-03-02;cancelou;2024-03-02;215;7;2023-12-03;2024-03-02
765;765;2;MG;2022-12-18;;ativo;2024-12-31;744;24;2024-10-02;2024-12-31
766;766;3;MG;2023-04-11;;ativo;2024-12-31;630;21;2024-10-02;2024-12-31
767;767;1;MG;2022-12-22;2024-08-28;cancelou;2024-08-28;615;20;2024-05-30;2024-08-28
768;768;2;RJ;2022-06-16;;ativo;2024-12-31;929;30;2024-10-02;2024-12-31
769;769;3;SP;2022-09-13;;ativo;2024-12-31;840;28;2024-10-02;2024-12-31
770;770;1;RJ;2022-08-04;;ativo;2024-12-31;880;29;2024-10-02;2024-12-31
771;771;1;CE;2023-04-05;;ativo;2024-12-31;636;21;2024-10-02;2024-12-31
772;772;1;SP;2024-02-12;;ativo;2024-12-31;323;10;2024-10-02;2024-12-31
773;773;1;RS;2023-05-03;;ativo;2024-12-31;608;20;2024-10-02;2024-12-31
774;774;3;RJ;2023-05-04;;ativo;2024-12-31;607;20;2024-10-02;2024-12-31
775;775;1;RJ;2023-10-30;;ativo;2024-12-31;428;14;2024-10-02;2024-12-31
776;776;1;RJ;2024-02-26;;ativo;2024-12-31;309;10;2024-10-02;2024-12-31
777;777;2;PR;2023-05-18;;ativo;2024-12-31;593;19;2024-10-02;2024-12-31
778;778;2;MG;2023-08-17;;ativo;2024-12-31;502;16;2024-10-02;2024-12-31
779;779;2;PE;2023-10-08;;ativo;2024-12-31;450;15;2024-10-02;2024-12-31
780;780;1;RS;2022-06-27;;ativo;2024-12-31;918;30;2024-10-02;2024-12-31
781;781;1;PE;2024-06-08;;ativo;2024-12-31;206;6;2024-10-02;2024-12-31
782;782;2;MG;2023-07-24;;ativo;2024-12-31;526;17;2024-10-02;2024-12-31
783;783;1;SP;2024-03-01;;ativo;2024-12-31;305;10;2024-10-02;2024-12-31
784;784;3;RJ;2024-05-24;;ativo;2024-12-31;221;7;2024-10-02;2024-12-31
785;785;3;MG;2024-05-27;;ativo;2024-12-31;218;7;2024-10-02;2024-12-31
786;786;4;RJ;2022-04-08;;ativo;2024-12-31;998;33;2024-10-02;2024-12-31
787;787;3;CE;2023-04-24;;ativo;2024-12-31;617;20;2024-10-02;2024-12-31
788;788;2;RJ;2023-03-29;;ativo;2024-12-31;643;21;2024-10-02;2024-12-31
789;789;2;MG;2023-08-01;;ativo;2024-12-31;518;17;2024-10-02;2024-12-31
790;790;1;SP;2023-03-24;;ativo;2024-12-31;648;21;2024-10-02;2024-12-31
791;791;2;RS;2023-12-03;2024-05-30;cancelou;2024-05-30;179;5;2024-03-01;2024-05-30
792;792;1;RJ;2024-03-06;;ativo;2024-12-31;300;10;2024-10-02;2024-12-31
793;793;2;MG;2024-03-27;;ativo;2024-12-31;279;9;2024-10-02;2024-12-31
794;794;1;SP;2022-11-26;;ativo;2024-12-31;766;25;2024-10-02;2024-12-31
795;795;2;SP;2024-05-28;;ativo;2024-12-31;217;7;2024-10-02;2024-12-31
796;796;1;RS;2023-01-03;;ativo;2024-12-31;728;24;2024-10-02;2024-12-31
797;797;4;MG;2023-01-03;2022-12-29;cancelou;2022-12-29;-5;-1;2022-09-30;2022-12-29
798;798;3;RJ;2023-07-12;;ativo;2024-12-31;538;17;2024-10-02;2024-12-31
799;799;2;PR;2024-06-11;;ativo;2024-12-31;203;6;2024-10-02;2024-12-31
800;800;2;SP;2024-04-20;;ativo;2024-12-31;255;8;2024-10-02;2024-12-31
801;801;3;SP;2022-10-31;;ativo;2024-12-31;792;26;2024-10-02;2024-12-31
802;802;1;PE;2022-11-06;2023-08-27;cancelou;2023-08-27;294;9;2023-05-29;2023-08-27
803;803;1;MG;2023-05-11;;ativo;2024-12-31;600;20;2024-10-02;2024-12-31
804;804;1;PR;2023-10-04;;ativo;2024-12-31;454;15;2024-10-02;2024-12-31
805;805;1;PR;2022-05-04;;ativo;2024-12-31;972;32;2024-10-02;2024-12-31
806;806;3;PR;2024-06-21;2024-09-13;cancelou;2024-09-13;84;2;2024-06-15;2024-09-13
807;807;1;CE;2022-10-13;2023-07-25;cancelou;2023-07-25;285;9;2023-04-26;2023-07-25
808;808;1;RJ;2022-09-11;2022-12-24;cancelou;2022-12-24;104;3;2022-09-25;2022-12-24
809;809;2;SP;2023-04-05;;ativo;2024-12-31;636;21;2024-10-02;2024-12-31
810;810;1;MG;2022-04-30;;ativo;2024-12-31;976;32;2024-10-02;2024-12-31
811;811;2;PR;2022-11-07;;ativo;2024-12-31;785;26;2024-10-02;2024-12-31
812;812;4;SP;2023-05-19;;ativo;2024-12-31;592;19;2024-10-02;2024-12-31
813;813;2;SP;2023-05-05;;ativo;2024-12-31;606;20;2024-10-02;2024-12-31
814;814;1;BA;2022-01-07;;ativo;2024-12-31;1089;36;2024-10-02;2024-12-31
815;815;1;PR;2023-08-09;;ativo;2024-12-31;510;17;2024-10-02;2024-12-31
816;816;1;SP;2022-01-10;;ativo;2024-12-31;1086;36;2024-10-02;2024-12-31
817;817;2;PE;2024-01-15;;ativo;2024-12-31;351;11;2024-10-02;2024-12-31
818;818;2;SP;2023-12-06;;ativo;2024-12-31;391;13;2024-10-02;2024-12-31
819;819;2;RJ;2023-03-21;;ativo;2024-12-31;651;21;2024-10-02;2024-12-31
820;820;2;RJ;2023-07-07;;ativo;2024-12-31;543;18;2024-10-02;2024-12-31
821;821;1;PE;2022-10-18;2024-03-05;cancelou;2024-03-05;504;16;2023-12-06;2024-03-05
822;822;3;MG;2023-11-16;;ativo;2024-12-31;411;13;2024-10-02;2024-12-31
823;823;2;SP;2023-08-18;;ativo;2024-12-31;501;16;2024-10-02;2024-12-31
824;824;2;RJ;2024-01-03;;ativo;2024-12-31;363;12;2024-10-02;2024-12-31
825;825;4;SP;2023-11-19;;ativo;2024-12-31;408;13;2024-10-02;2024-12-31
826;826;4;RS;2023-12-21;;ativo;2024-12-31;376;12;2024-10-02;2024-12-31
827;827;1;BA;2022-08-04;2023-01-08;cancelou;2023-01-08;157;5;2022-10-10;2023-01-08
828;828;2;PE;2024-01-11;;ativo;2024-12-31;355;11;2024-10-02;2024-12-31
829;829;4;PE;2023-08-01;;ativo;2024-12-31;518;17;2024-10-02;2024-12-31
830;830;1;PE;2022-12-23;;ativo;2024-12-31;739;24;2024-10-02;2024-12-31
831;831;3;RJ;2023-10-30;;ativo;2024-12-31;428;14;2024-10-02;2024-12-31
832;832;4;RS;2024-03-04;;ativo;2024-12-31;302;10;2024-10-02;2024-12-31
833;833;1;BA;2023-04-04;;ativo;2024-12-31;637;21;2024-10-02;2024-12-31
834;834;3;PR;2023-02-07;;ativo;2024-12-31;693;23;2024-10-02;2024-12-31
835;835;4;PR;2022-07-07;;ativo;2024-12-31;908;30;2024-10-02;2024-12-31
836;836;3;MG;2022-09-01;2024-07-23;cancelou;2024-07-23;691;23;2024-04-24;2024-07-23
837;837;3;PE;2023-09-10;;ativo;2024-12-31;478;15;2024-10-02;2024-12-31
838;838;3;BA;2022-02-23;;ativo;2024-12-31;1042;34;2024-10-02;2024-12-31
839;839;2;MG;2023-12-02;2024-02-04;cancelou;2024-02-04;64;2;2023-11-06;2024-02-04
840;840;1;PE;2024-04-25;;ativo;2024-12-31;250;8;2024-10-02;2024-12-31
841;841;1;PE;2023-09-25;2024-08-15;cancelou;2024-08-15;325;10;2024-05-17;2024-08-15
842;842;3;SP;2024-06-04;;ativo;2024-12-31;210;7;2024-10-02;2024-12-31
843;843;2;PE;2022-11-16;2023-04-06;cancelou;2023-04-06;141;4;2023-01-06;2023-04-06
844;844;1;SP;2024-05-14;;ativo;2024-12-31;231;7;2024-10-02;2024-12-31
845;845;2;RJ;2022-05-09;2022-07-19;cancelou;2022-07-19;71;2;2022-04-20;2022-07-19
846;846;1;RJ;2022-03-05;;ativo;2024-12-31;1032;34;2024-10-02;2024-12-31
847;847;4;MG;2024-04-05;;ativo;2024-12-31;270;9;2024-10-02;2024-12-31
848;848;1;SP;2022-06-13;;ativo;2024-12-31;932;31;2024-10-02;2024-12-31
849;849;3;RJ;2022-07-19;;ativo;2024-12-31;896;29;2024-10-02;2024-12-31
850;850;2;RJ;2022-09-09;;ativo;2024-12-31;844;28;2024-10-02;2024-12-31
851;851;4;RJ;2023-11-09;;ativo;2024-12-31;418;13;2024-10-02;2024-12-31
852;852;1;RS;2022-06-16;;ativo;2024-12-31;929;30;2024-10-02;2024-12-31
853;853;1;SP;2022-03-03;;ativo;2024-12-31;1034;34;2024-10-02;2024-12-31
854;854;2;RJ;2023-02-19;;ativo;2024-12-31;681;22;2024-10-02;2024-12-31
855;855;1;SP;2022-09-10;;ativo;2024-12-31;843;28;2024-10-02;2024-12-31
856;856;3;BA;2023-04-01;2024-04-23;cancelou;2024-04-23;388;12;2024-01-24;2024-04-23
857;857;2;PR;2022-08-22;;ativo;2024-12-31;862;28;2024-10-02;2024-12-31
858;858;1;PE;2022-04-16;2022-10-18;cancelou;2022-10-18;185;6;2022-07-20;2022-10-18
859;859;1;PR;2023-12-27;;ativo;2024-12-31;370;12;2024-10-02;2024-12-31
860;860;2;MG;2023-08-12;;ativo;2024-12-31;507;16;2024-10-02;2024-12-31
861;861;1;SP;2024-05-03;;ativo;2024-12-31;242;8;2024-10-02;2024-12-31
862;862;1;RJ;2023-08-12;;ativo;2024-12-31;507;16;2024-10-02;2024-12-31
863;863;2;MG;2022-06-14;;ativo;2024-12-31;931;31;2024-10-02;2024-12-31
864;864;4;MG;2023-05-04;;ativo;2024-12-31;607;20;2024-10-02;2024-12-31
865;865;2;PR;2023-10-25;;ativo;2024-12-31;433;14;2024-10-02;2024-12-31
866;866;2;SP;2023-03-11;;ativo;2024-12-31;661;22;2024-10-02;2024-12-31
867;867;1;RJ;2022-01-18;;ativo;2024-12-31;1078;35;2024-10-02;2024-12-31
868;868;1;MG;2023-03-12;;ativo;2024-12-31;660;22;2024-10-02;2024-12-31
869;869;2;PE;2023-08-25;;ativo;2024-12-31;494;16;2024-10-02;2024-12-31
870;870;4;RJ;2023-07-20;;ativo;2024-12-31;530;17;2024-10-02;2024-12-31
871;871;1;BA;2023-06-08;2024-07-09;cancelou;2024-07-09;397;13;2024-04-10;2024-07-09
872;872;1;SP;2023-10-14;;ativo;2024-12-31;444;14;2024-10-02;2024-12-31
873;873;1;RS;2023-11-20;;ativo;2024-12-31;407;13;2024-10-02;2024-12-31
874;874;4;RJ;2022-03-13;;ativo;2024-12-31;1024;34;2024-10-02;2024-12-31
875;875;2;RJ;2024-01-11;;ativo;2024-12-31;355;11;2024-10-02;2024-12-31
876;876;1;MG;2022-04-09;;ativo;2024-12-31;997;33;2024-10-02;2024-12-31
877;877;2;RJ;2023-01-24;;ativo;2024-12-31;707;23;2024-10-02;2024-12-31
878;878;4;SP;2022-04-12;;ativo;2024-12-31;994;33;2024-10-02;2024-12-31
879;879;2;SP;2024-06-09;;ativo;2024-12-31;205;6;2024-10-02;2024-12-31
880;880;1;RJ;2022-05-23;;ativo;2024-12-31;953;31;2024-10-02;2024-12-31
881;881;2;MG;2022-08-28;;ativo;2024-12-31;856;28;2024-10-02;2024-12-31
882;882;2;PE;2022-06-20;;ativo;2024-12-31;925;30;2024-10-02;2024-12-31
883;883;1;PE;2022-07-31;;ativo;2024-12-31;884;29;2024-10-02;2024-12-31
884;884;1;MG;2022-03-25;;ativo;2024-12-31;1012;33;2024-10-02;2024-12-31
885;885;1;PR;2023-08-09;2024-04-13;cancelou;2024-04-13;248;8;2024-01-14;2024-04-13
886;886;1;SP;2023-04-03;;ativo;2024-12-31;638;21;2024-10-02;2024-12-31
887;887;3;PR;2022-11-25;2023-11-28;cancelou;2023-11-28;368;12;2023-08-30;2023-11-28
888;888;3;MG;2022-06-28;2022-08-26;cancelou;2022-08-26;59;1;2022-05-28;2022-08-26
889;889;2;BA;2023-05-17;;ativo;2024-12-31;594;19;2024-10-02;2024-12-31
890;890;1;MG;2024-05-02;;ativo;2024-12-31;243;8;2024-10-02;2024-12-31
891;891;4;RS;2024-01-10;;ativo;2024-12-31;356;11;2024-10-02;2024-12-31
892;892;1;RS;2023-01-23;;ativo;2024-12-31;708;23;2024-10-02;2024-12-31
893;893;4;PR;2022-11-02;;ativo;2024-12-31;790;26;2024-10-02;2024-12-31
894;894;2;PR;2023-07-23;;ativo;2024-12-31;527;17;2024-10-02;2024-12-31
895;895;2;SP;2023-05-23;;ativo;2024-12-31;588;19;2024-10-02;2024-12-31
896;896;1;PE;2022-09-27;;ativo;2024-12-31;826;27;2024-10-02;2024-12-31
897;897;3;SP;2022-03-24;;ativo;2024-12-31;1013;33;2024-10-02;2024-12-31
898;898;1;BA;2022-11-02;;ativo;2024-12-31;790;26;2024-10-02;2024-12-31
899;899;4;CE;2023-07-03;;ativo;2024-12-31;547;18;2024-10-02;2024-12-31
900;900;2;PE;2024-05-29;2024-07-11;cancelou;2024-07-11;43;1;2024-04-12;2024-07-11
901;901;1;MG;2024-02-05;;ativo;2024-12-31;330;11;2024-10-02;2024-12-31
902;902;1;SP;2022-09-17;;ativo;2024-12-31;836;27;2024-10-02;2024-12-31
903;903;1;SP;2022-09-25;2023-09-05;cancelou;2023-09-05;345;11;2023-06-07;2023-09-05
904;904;1;RJ;2023-08-16;;ativo;2024-12-31;503;16;2024-10-02;2024-12-31
905;905;3;PE;2022-04-01;;ativo;2024-12-31;1005;33;2024-10-02;2024-12-31
906;906;2;PE;2024-02-04;;ativo;2024-12-31;331;11;2024-10-02;2024-12-31
907;907;3;SP;2023-01-13;;ativo;2024-12-31;718;23;2024-10-02;2024-12-31
908;908;1;MG;2024-06-26;;ativo;2024-12-31;188;6;2024-10-02;2024-12-31
909;909;1;PE;2024-03-23;;ativo;2024-12-31;283;9;2024-10-02;2024-12-31
910;910;1;SP;2022-09-21;;ativo;2024-12-31;832;27;2024-10-02;2024-12-31
911;911;4;RJ;2022-12-23;;ativo;2024-12-31;739;24;2024-10-02;2024-12-31
912;912;1;PR;2024-02-11;;ativo;2024-12-31;324;10;2024-10-02;2024-12-31
913;913;1;RS;2022-02-02;2023-11-25;cancelou;2023-11-25;661;22;2023-08-27;2023-11-25
914;914;2;PR;2022-08-05;;ativo;2024-12-31;879;29;2024-10-02;2024-12-31
915;915;3;MG;2022-02-23;;ativo;2024-12-31;1042;34;2024-10-02;2024-12-31
916;916;4;RJ;2022-05-31;;ativo;2024-12-31;945;31;2024-10-02;2024-12-31
917;917;3;PE;2022-04-29;;ativo;2024-12-31;977;32;2024-10-02;2024-12-31
918;918;2;BA;2024-04-03;;ativo;2024-12-31;272;9;2024-10-02;2024-12-31
919;919;1;PR;2023-11-17;;ativo;2024-12-31;410;13;2024-10-02;2024-12-31
920;920;1;SP;2022-02-13;;ativo;2024-12-31;1052;35;2024-10-02;2024-12-31
921;921;2;PR;2022-09-15;;ativo;2024-12-31;838;27;2024-10-02;2024-12-31
922;922;3;CE;2022-04-13;2022-06-07;cancelou;2022-06-07;55;1;2022-03-09;2022-06-07
923;923;4;BA;2023-10-03;;ativo;2024-12-31;455;15;2024-10-02;2024-12-31
924;924;3;CE;2022-02-24;2023-02-27;cancelou;2023-02-27;368;12;2022-11-29;2023-02-27
925;925;4;CE;2022-05-12;;ativo;2024-12-31;964;32;2024-10-02;2024-12-31
926;926;1;SP;2022-05-06;;ativo;2024-12-31;970;32;2024-10-02;2024-12-31
927;927;2;RJ;2022-07-16;2023-02-13;cancelou;2023-02-13;212;7;2022-11-15;2023-02-13
928;928;1;CE;2024-05-28;;ativo;2024-12-31;217;7;2024-10-02;2024-12-31
929;929;2;BA;2022-05-06;;ativo;2024-12-31;970;32;2024-10-02;2024-12-31
930;930;2;PR;2024-03-11;;ativo;2024-12-31;295;9;2024-10-02;2024-12-31
931;931;1;MG;2023-04-30;;ativo;2024-12-31;611;20;2024-10-02;2024-12-31
932;932;3;BA;2022-12-23;;ativo;2024-12-31;739;24;2024-10-02;2024-12-31
933;933;3;RS;2023-02-12;2024-03-04;cancelou;2024-03-04;386;12;2023-12-05;2024-03-04
934;934;4;SP;2022-01-19;2022-12-10;cancelou;2022-12-10;325;10;2022-09-11;2022-12-10
935;935;2;PR;2023-01-15;;ativo;2024-12-31;716;23;2024-10-02;2024-12-31
936;936;1;SP;2023-06-10;;ativo;2024-12-31;570;19;2024-10-02;2024-12-31
937;937;2;CE;2023-07-11;;ativo;2024-12-31;539;17;2024-10-02;2024-12-31
938;938;1;MG;2022-10-04;;ativo;2024-12-31;819;27;2024-10-02;2024-12-31
939;939;2;CE;2024-03-05;;ativo;2024-12-31;301;10;2024-10-02;2024-12-31
940;940;1;SP;2023-10-07;;ativo;2024-12-31;451;15;2024-10-02;2024-12-31
941;941;3;BA;2022-02-04;;ativo;2024-12-31;1061;35;2024-10-02;2024-12-31
942;942;1;RS;2023-11-28;;ativo;2024-12-31;399;13;2024-10-02;2024-12-31
943;943;3;SP;2023-04-01;;ativo;2024-12-31;640;21;2024-10-02;2024-12-31
944;944;3;RS;2024-03-16;;ativo;2024-12-31;290;9;2024-10-02;2024-12-31
945;945;1;PR;2022-02-24;2022-07-08;cancelou;2022-07-08;134;4;2022-04-09;2022-07-08
946;946;2;BA;2024-05-29;;ativo;2024-12-31;216;7;2024-10-02;2024-12-31
947;947;4;SP;2023-01-27;;ativo;2024-12-31;704;23;2024-10-02;2024-12-31
948;948;1;RJ;2023-06-19;2024-03-27;cancelou;2024-03-27;282;9;2023-12-28;2024-03-27
949;949;1;RS;2024-05-01;;ativo;2024-12-31;244;8;2024-10-02;2024-12-31
950;950;2;CE;2023-07-14;;ativo;2024-12-31;536;17;2024-10-02;2024-12-31
951;951;1;PE;2023-08-20;;ativo;2024-12-31;499;16;2024-10-02;2024-12-31
952;952;1;PR;2022-04-06;2024-02-12;cancelou;2024-02-12;677;22;2023-11-14;2024-02-12
953;953;1;PR;2024-02-24;;ativo;2024-12-31;311;10;2024-10-02;2024-12-31
954;954;4;SP;2022-04-11;;ativo;2024-12-31;995;33;2024-10-02;2024-12-31
955;955;1;RJ;2023-01-30;;ativo;2024-12-31;701;23;2024-10-02;2024-12-31
956;956;2;MG;2024-01-22;2024-12-22;cancelou;2024-12-22;335;11;2024-09-23;2024-12-22
957;957;1;RS;2024-03-15;2024-11-08;cancelou;2024-11-08;238;7;2024-08-10;2024-11-08
958;958;2;RJ;2023-06-23;2024-12-17;cancelou;2024-12-17;543;18;2024-09-18;2024-12-17
959;959;2;MG;2022-05-28;;ativo;2024-12-31;948;31;2024-10-02;2024-12-31
960;960;1;PR;2022-03-24;2022-03-19;cancelou;2022-03-19;-5;-1;2021-12-19;2022-03-19
961;961;1;PR;2023-09-09;;ativo;2024-12-31;479;15;2024-10-02;2024-12-31
962;962;1;SP;2022-03-14;2024-01-27;cancelou;2024-01-27;684;22;2023-10-29;2024-01-27
963;963;1;SP;2024-01-27;;ativo;2024-12-31;339;11;2024-10-02;2024-12-31
964;964;2;PE;2023-08-21;;ativo;2024-12-31;498;16;2024-10-02;2024-12-31
965;965;1;RJ;2024-02-06;2024-04-03;cancelou;2024-04-03;57;1;2024-01-04;2024-04-03
966;966;2;RJ;2023-02-01;;ativo;2024-12-31;699;23;2024-10-02;2024-12-31
967;967;4;MG;2024-03-21;2024-10-29;cancelou;2024-10-29;222;7;2024-07-31;2024-10-29
968;968;3;RS;2022-07-01;2023-02-18;cancelou;2023-02-18;232;7;2022-11-20;2023-02-18
969;969;1;SP;2023-10-06;2024-05-01;cancelou;2024-05-01;208;6;2024-02-01;2024-05-01
970;970;1;RS;2022-01-18;;ativo;2024-12-31;1078;35;2024-10-02;2024-12-31
971;971;2;BA;2023-02-07;;ativo;2024-12-31;693;23;2024-10-02;2024-12-31
972;972;1;SP;2022-12-13;;ativo;2024-12-31;749;24;2024-10-02;2024-12-31
973;973;1;RJ;2022-11-23;;ativo;2024-12-31;769;25;2024-10-02;2024-12-31
974;974;2;SP;2023-06-15;;ativo;2024-12-31;565;18;2024-10-02;2024-12-31
975;975;2;PR;2023-03-14;;ativo;2024-12-31;658;21;2024-10-02;2024-12-31
976;976;2;SP;2022-09-28;;ativo;2024-12-31;825;27;2024-10-02;2024-12-31
977;977;1;RJ;2022-08-16;;ativo;2024-12-31;868;28;2024-10-02;2024-12-31
978;978;1;PR;2023-05-04;2024-12-09;cancelou;2024-12-09;585;19;2024-09-10;2024-12-09
979;979;3;MG;2023-04-21;2024-10-05;cancelou;2024-10-05;533;17;2024-07-07;2024-10-05
980;980;1;RS;2022-05-12;2023-12-05;cancelou;2023-12-05;572;19;2023-09-06;2023-12-05
981;981;1;MG;2023-09-25;;ativo;2024-12-31;463;15;2024-10-02;2024-12-31
982;982;2;BA;2024-06-22;;ativo;2024-12-31;192;6;2024-10-02;2024-12-31
983;983;1;PR;2024-04-19;;ativo;2024-12-31;256;8;2024-10-02;2024-12-31
984;984;2;PR;2024-02-29;;ativo;2024-12-31;306;10;2024-10-02;2024-12-31
985;985;3;RJ;2023-08-08;;ativo;2024-12-31;511;17;2024-10-02;2024-12-31
986;986;1;PR;2023-10-20;2024-02-11;cancelou;2024-02-11;114;3;2023-11-13;2024-02-11
